^Annotation
!Annotation_date = 05/20/2005 09:49:12
!Annotation_platform = GPL271
!Annotation_platform_title =LC-17
!Annotation_platform_organism = Homo sapiens
#ID =  Platform reference identifier
#Gene = Description field extracted from Entrez Gene
#Unigene = Cluster ID extracted from Entrez UniGene
#UniGene title = UniGene title extracted from Entrez UniGene
#Nucleotide = Title extracted from Entrez Nucleotide
#Protein = Title extracted from Entrez Protein
#GI = GenBank identifier(s)
#GenBank Accession = GenBank accession(s)
#Gene symbol = Gene name field extracted from Entrez Gene
#Platform_CLONEID = CLONE_ID column from GEO Platform data table
#Platform_ORF = ORF column from GEO Platform data table
#Platform_SPOTID = SPOT_ID column from GEO Platform data table
#Platform_SPACC = SP_ACC column from GEO Platform data table
#Platform_PTACC = PT_ACC column from GEO Platform data table
ID	Gene	Unigene	UniGene title	Nucleotide	Protein	GI	GenBank Accession	Gene symbol	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Platform_SPACC	Platform_PTACC
8678				zs28g09.r1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:686560 5' similar to TR:G306778 G306778 SON OF SEVENLESS 1 PROTEIN ;, mRNA sequence		1891677	AA256119		IMAGE:686560				
8679		Hs.24583	Hypothetical protein DKFZp434C0328			1894609	AA258037	DKFZp434C0328	IMAGE:686696				
8680				zs30g12.r1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:686758 5', mRNA sequence		1894532	AA257963		IMAGE:686758				
8681		Hs.493362	Adenylate kinase 3 like 1			2753615	AA731459	AK3L1	IMAGE:1303175				
8682		Hs.485915	Hypothetical protein PRO2266			2753169	AA732562	C6orf166	IMAGE:1303330				
8683				oa22f03.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1305725 3', mRNA sequence		2767914	AA736680		IMAGE:1305725				
8684		Hs.279843	MutL homolog 3 (E. coli)			2817464	AA766226	MLH3	IMAGE:1306275				
8685		Hs.194718	Zinc finger protein 265			2818071	AA766833	ZNF265	IMAGE:1307383				
8686		Hs.526401	Transcription elongation factor B polypeptide 3 binding protein 1			2819591	AA767010	TCEB3BP1	IMAGE:1307598				
8687		Hs.131417	Hypothetical protein LOC253039			2818964	AA767949	LOC253039	IMAGE:1316643				
8688		Hs.515429	POU domain, class 2, transcription factor 2			2819411	AA768396	POU2F2	IMAGE:1316915				
8689				yy57e03.r1 Soares_multiple_sclerosis_2NbHMSP Homo sapiens cDNA clone IMAGE:277660 5', mRNA sequence		1190571	N49405		IMAGE:277660				
8690		Hs.523789	Trophoblast-derived noncoding RNA			2054248	AA400234	TncRNA	IMAGE:743230				
8691		Hs.3281	Neuronal pentraxin II			2668932	AA683041	NPTX2	IMAGE:971372				
8692		Hs.2936	Matrix metalloproteinase 13 (collagenase 3)			1225483	N69322	MMP13	IMAGE:285780				
8693				zl82b06.s1 Stratagene colon (#937204) Homo sapiens cDNA clone IMAGE:511091 3' similar to TR:G896065 G896065 PROTEIN IMMUNO-REACTIVE WITH ANTI-PTH POLYCLONAL ANTIBODIES ;, mRNA sequence		1633761	AA088258		IMAGE:511091				
8694		Hs.89663	Cytochrome P450, family 24, subfamily A, polypeptide 1			1126746	N21576	CYP24A1	IMAGE:266146				
8695		Hs.514535	Lectin, galactoside-binding, soluble, 3 binding protein			2214572	AA485353	LGALS3BP	IMAGE:811000				
8696		Hs.183958	Peptidylprolyl isomerase D (cyclophilin D)			2552598	AA629987	PPID	IMAGE:884500				
8697		Hs.167679	SH3-domain binding protein 2			647199	T39472	SH3BP2	IMAGE:60694				
8698		Hs.432458	Proteoglycan 4			658875	T57014	PRG4	IMAGE:68370				
8699		Hs.519580	Transcription factor 7 (T-cell specific, HMG-box)			679689	T68541	TCF7	IMAGE:83402				
8700		Hs.153952	5'-nucleotidase, ecto (CD73)			674165	T65120	NT5E	IMAGE:21655				
8701		Hs.493649	POU domain, class 2, transcription factor 1			712326	T84038	POU2F1	IMAGE:114174				
8702		Hs.115617	Corticotropin releasing hormone binding protein			718310	T89797	CRHBP	IMAGE:116411				
8703		Hs.171311	Integrin, alpha 8			760719	R08796	ITGA8	IMAGE:127794				
8704				yf72e10.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:27836 3' similar to contains Alu repetitive element;contains MIR repetitive element ;, mRNA sequence		766214	R13138		IMAGE:27836				
8705		Hs.523145	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase			1109996	H96437	DDOST	IMAGE:251135				
8706		Hs.308045	Barren homolog (Drosophila)			1195664	N54344	BRRN1	IMAGE:244767				
8707		Hs.159142	Lunatic fringe homolog (Drosophila)			826667	R56561	LFNG	IMAGE:40887				
8708		Hs.371823	PR domain containing 2, with ZNF domain			1383194	W73060	PRDM2	IMAGE:345348				
8709				yh61g08.r1 Soares placenta Nb2HP Homo sapiens cDNA clone IMAGE:134270 5', mRNA sequence		786953	R31110		IMAGE:134270				
8710		Hs.470538	Low density lipoprotein-related protein 2			850659	R75977	LRP2	IMAGE:143846				
8711		Hs.489201	Split hand/foot malformation (ectrodactyly) type 1			1064486	H85464	SHFM1	IMAGE:249705				
8712		Hs.93002	Ubiquitin-conjugating enzyme E2C			2111094	AA430504	UBE2C	IMAGE:769921				
8713		Hs.412707	Hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)			1188477	N47311	HPRT1	IMAGE:280507				
8714		Hs.283454	BCL2/adenovirus E1B 19kDa interacting protein 2			1210343	N62514	BNIP2	IMAGE:288796				
8715		Hs.125180	Growth hormone receptor			2835072	AA775738	GHR	IMAGE:378565				
8716		Hs.513008	Hexosaminidase A (alpha polypeptide)			2754562	AA733203	HEXA	IMAGE:399604				
8717		Hs.535499	Retinoic acid receptor, alpha			2714987	AA705069	RARA	IMAGE:461516				
8718		Hs.374613	Inositol 1,4,5-triphosphate receptor, type 1			1507136	AA035450	ITPR1	IMAGE:471725				
8719		Hs.1183	Dual specificity phosphatase 2			2806909	AA759046	DUSP2	IMAGE:1321598				
8720		Hs.2420	Superoxide dismutase 3, extracellular			2743271	AA725564	SOD3	IMAGE:1343732				
8721		Hs.514802	Zinc finger protein 24 (KOX 17)			4309233	AI432302	ZNF24	IMAGE:2112574				
8722		Hs.97432	Protein kinase C, epsilon			4532100	AI568726	PRKCE	IMAGE:2118316				
8723	protein kinase C, theta	Hs.498570	Protein kinase C, theta			4533852	AI570478	PRKCQ	IMAGE:2164126				
8724		Hs.109655	Sex comb on midleg-like 1 (Drosophila)			4451196	AI537061	SCML1	IMAGE:2184814				
8725		Hs.416436	General transcription factor II, i, pseudogene 1			4568921	AI583024	GTF2IP1	IMAGE:2227221				
8726		Hs.501452	Epstein-Barr virus induced gene 3			4740922	AI656943	EBI3	IMAGE:2244050				
8727				tx11e03.x1 NCI_CGAP_Ut4 Homo sapiens cDNA clone IMAGE:2268892 3', mRNA sequence		4986189	AI698289		IMAGE:2268892				
8728		Hs.534328	Melanoma antigen family A, 11			4902391	AI691089	MAGEA11	IMAGE:2276858				
8729		Hs.76781	ATP-binding cassette, sub-family D (ALD), member 3			895045	H25922	ABCD3	IMAGE:162211				
8730		Hs.35828	MAP/microtubule affinity-regulating kinase 3			874543	H09721	MARK3	IMAGE:45556				
8731		Hs.380334	Zinc finger protein 148 (pHZ-52)			2178330	AA455554	ZNF148	IMAGE:813444				
8732		Hs.279640	Translocated promoter region (to activated MET oncogene)			762368	R10412	TPR	IMAGE:128159				
8733		Hs.536592	Transcribed locus			959992	R92452		IMAGE:196348				
8734		Hs.461777	Procollagen (type III) N-endopeptidase			1123334	H98666	PCOLN3	IMAGE:261971				
8735		Hs.205163	Mitochondrial ribosomal protein L3			869372	H05820	MRPL3	IMAGE:44255				
8736		Hs.444409	MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)			1859520	AA234897	MEF2C	IMAGE:687270				
8737		Hs.530735	Membrane-spanning 4-domains, subfamily A, member 7			2788692	AA748734	MS4A7	IMAGE:1270631				
8738				ny06f08.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1270983 3', mRNA sequence		2788702	AA748744		IMAGE:1270983				
8739		Hs.416108	CDC2-related protein kinase 7			2782502	AA742996	CRK7	IMAGE:1272273				
8740		Hs.21388	Zinc finger, DHHC domain containing 21			2782997	AA743491	ZDHHC21	IMAGE:1272536				
8741		Hs.87734	Homo sapiens, Similar to deafness, autosomal dominant 5 homolog (human), clone IMAGE:4551670, mRNA			2783284	AA744520		IMAGE:1283147				
8742		Hs.478459	YEATS domain containing 2			2784310	AA742310	YEATS2	IMAGE:1283451				
8743		Hs.348418	Down-regulator of transcription 1, TBP-binding (negative cofactor 2)			2785836	AA745850	DR1	IMAGE:1285850				
8744		Hs.104741	PDZ binding kinase			2779439	AA740847	PBK	IMAGE:1286361				
8745		Hs.531785	HS1-binding protein 3			2912562	AA837363	FLJ14249	IMAGE:1370473				
8746		Hs.460336	Golgi associated, gamma adaptin ear containing, ARF binding protein 2			2912586	AA837387	GGA2	IMAGE:1370522				
8747		Hs.551507	Leucyl/cystinyl aminopeptidase			2933660	AA847142	LNPEP	IMAGE:1371159				
8748		Hs.435052	ATPase, aminophospholipid transporter (APLT), Class I, type 8A, member 1			2933684	AA847166	ATP8A1	IMAGE:1371200				
8749				od65f05.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1372833, mRNA sequence		2934629	AA848111		IMAGE:1372833				
8750		Hs.544645	Transcribed locus			2910949	AA836630		IMAGE:1372881				
8751		Hs.128067	Wiskott-Aldrich syndrome protein interacting protein			2818660	AA767645	WASPIP	IMAGE:1319655				
8752		Hs.9754	Activating transcription factor 5			2251359	AA512936	ATF5	IMAGE:965841				
8753		Hs.83347	Angio-associated, migratory cell protein			2166517	AA452848	AAMP	IMAGE:789011				
8754				aa52f12.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:824591 3', mRNA sequence		2220164	AA490991		IMAGE:824591				
8755		Hs.546261	Heterogeneous nuclear ribonucleoprotein A1			1686374	AA126911	HNRPA1	IMAGE:511586				
8756		Hs.486993	Tubby like protein 4			2162065	AA448395	TULP4	IMAGE:781341				
8757		Hs.124611	Sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican)			2141056	AA436142	SPOCK	IMAGE:754358				
8758		Hs.409223	Signal sequence receptor, delta (translocon-associated protein delta)			2216476	AA486260	SSR4	IMAGE:840821				
8759		Hs.516111	Dynactin 1 (p150, glued homolog, Drosophila)			2215599	AA488168	DCTN1	IMAGE:877613				
8760		Hs.454534	Upstream transcription factor 2, c-fos interacting			2218619	AA489017	USF2	IMAGE:824922				
8761		Hs.132257	Transcribed locus, moderately similar to XP_510104.1 similar to hypothetical protein FLJ25224 [Pan troglodytes]			2878709	AA809303		IMAGE:1336633				
8762		Hs.445748	FCH and double SH3 domains 2			2878724	AA809318	FCHSD2	IMAGE:1336687				
8763		Hs.355372	Transcribed locus, moderately similar to XP_515470.1 LOC459226 [Pan troglodytes]			2878790	AA809384		IMAGE:1336820				
8764		Hs.528723	KIAA0478 gene product			2875373	AA806623	KIAA0478	IMAGE:1336862				
8765		Hs.371899	Homeobox protein GSH-2			2884424	AA814828	GSH-2	IMAGE:1337005				
8766		Hs.514843	Hypothetical protein LOC284267			2881217	AA811606	LOC284267	IMAGE:1337082				
8767				ob75g04.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1337238 3', mRNA sequence		2881774	AA812163		IMAGE:1337238				
8768				ob77e12.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1337422 3' similar to gb:M27543 GUANINE NUCLEOTIDE-BINDING PROTEIN G(K), ALPHA SUBUNIT (HUMAN);, mRNA sequence		2881003	AA811392		IMAGE:1337422				
8769				ns34c02.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1185506 3', mRNA sequence		2575149	AA648720		IMAGE:1185506				
8770				ns34f10.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1185547 3', mRNA sequence		2575177	AA648748		IMAGE:1185547				
8771				ns35g06.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1185658 3', mRNA sequence		2575261	AA648832		IMAGE:1185658				
8772				ns36a05.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1185680 3', mRNA sequence		2575744	AA649315		IMAGE:1185680				
8773		Hs.125056	CDNA FLJ36663 fis, clone UTERU2002826			2575465	AA649036		IMAGE:1185895				
8774		Hs.102735	Single-stranded DNA binding protein 2			2575311	AA648882	SSBP2	IMAGE:1186115				
8775		Hs.434133	B-cell novel protein 1			2575431	AA649002	BCNP1	IMAGE:1186239				
8776		Hs.291533	Son of sevenless homolog 2 (Drosophila)			2674895	AA687989	SOS2	IMAGE:1233735				
8777		Hs.368203	Dedicator of cytokinesis 11			1809372	AA210718	DOCK11	IMAGE:682778				
8778		Hs.189409	Formin binding protein 1			1861055	AA236991	FNBP1	IMAGE:683871				
8779				zs27h04.r1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:686455 5' similar to gb|M87900|HUMALCE43 Human carcinoma cell-derived Alu RNA transcript, (rRNA); gb:M15990 PROTO-ONCOGENE TYROSINE-PROTEIN KINASE YES (HUMAN);contains Alu repetitive element;, mRNA sequence		1891508	AA255852		IMAGE:686455				
8780		Hs.488671	Bromodomain adjacent to zinc finger domain, 1B			1894360	AA259089	BAZ1B	IMAGE:687002				
8781		Hs.522309	Nuclear cap binding protein subunit 1, 80kDa			1920096	AA278749	NCBP1	IMAGE:703739				
8782		Hs.352638	Zinc finger protein 525			1921198	AA279733	ZNF525	IMAGE:704960				
8783		Hs.445921	Fanconi anemia, complementation group B			1925913	AA282918	FANCB	IMAGE:713103				
8784		Hs.29698	Zinc finger protein 605			1925749	AA282769	ZNF605	IMAGE:713192				
8785		Hs.177766	Poly (ADP-ribose) polymerase family, member 1			1924797	AA281973	PARP1	IMAGE:712849				
8786		Hs.528525	RAN-binding protein 2-like 1 short isoform			2079117	AA419346	LOC400966	IMAGE:746002				
8787		Hs.87205	Lymphocyte antigen 64 homolog, radioprotective 105kDa (mouse)			2191292	AA465125	LY64	IMAGE:814979				
8788		Hs.155975	Protein tyrosine phosphatase, receptor type, C-associated protein			2211099	AA481547	PTPRCAP	IMAGE:815294				
8789		Hs.924	Crystallin, mu			2219288	AA489686	CRYM	IMAGE:824370				
8790		Hs.368935	Solute carrier family 5 (sodium/glucose cotransporter), member 10			2209827	AA482149	SLC5A10	IMAGE:824639				
8791		Hs.468018	Protein phosphatase 1, catalytic subunit, beta isoform			2241236	AA505076	PPP1CB	IMAGE:825661				
8792		Hs.552947	Transcribed locus			2262024	AA521481		IMAGE:826241				
8793		Hs.520898	Cathepsin B			1123303	H98635	CTSB	IMAGE:261517				
8794		Hs.507621	Fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)			876076	H11256	FLT1	IMAGE:47424				
8795		Hs.368986	Hypothetical LOC400047			661914	T60077		IMAGE:81335				
8796		Hs.209573	Transcribed locus			856088	R79807		IMAGE:146054				
8797	cytotoxic T-lymphocyte-associated protein 4	Hs.247824	Cytotoxic T-lymphocyte-associated protein 4			21361211	NM_005214	CTLA4			LCP:12		
8798				Homo sapiens interleukin 4 receptor (IL4R), transcript variant 1, mRNA		4557668	NM_000418				LCP:18		
8799	chemokine (C-C motif) receptor 7	Hs.370036	Chemokine (C-C motif) receptor 7			30795213	NM_001838	CCR7			LCP:32		
8800	Fas ligand (TNF superfamily, member 6)	Hs.2007	Fas ligand (TNF superfamily, member 6)			4557328	NM_000639	FASLG			LCP:38		
8801		Hs.122926	Nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)			1887197	AA252234	NR3C1	IMAGE:668127				
8802		Hs.490892	Angiopoietin 2			1885579	AA253405	ANGPT2	IMAGE:669424				
8803		Hs.447869	Similar to DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11; yeast CHL1 homolog; DEAD/H box-11 (CHL1-related helicase gene-1); DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (S.cerevisiae CHL1-like helicase)			1887420	AA252449		IMAGE:684931				
8804		Hs.124922	Lymphoid-restricted membrane protein			1887725	AA252755	LRMP	IMAGE:686306				
8805		Hs.2556	Tumor necrosis factor receptor superfamily, member 17			1933931	AA286871	TNFRSF17	IMAGE:701473				
8806		Hs.308048	Early B-cell factor			1921019	AA279473	EBF	IMAGE:704338				
8807		Hs.416848	Cathepsin W (lymphopain)			1860056	AA235600	CTSW	IMAGE:724397				
8808		Hs.449621	Immunoglobulin kappa variable 1-5			1939821	AA291844	IGKV1-5	IMAGE:725263				
8809		Hs.149413	Protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma)			1330118	W44403	PPP3CC	IMAGE:323775				
8810				BX091394 Soares_senescent_fibroblasts_NbHSF Homo sapiens cDNA clone IMAGp998H01736 ; IMAGE:324912, mRNA sequence		1337929	W49674		IMAGE:324912				
8811		Hs.624	Interleukin 8			1324074	W40283	IL8	IMAGE:328692				
8812				zc99h05.s1 Pancreatic Islet Homo sapiens cDNA clone IMAGE:339321 3' similar to gb:D13292 SYNDECAN-4 PRECURSOR (HUMAN);, mRNA sequence		1358104	W56215		IMAGE:339321				
8813		Hs.190968	Ribosomal protein S21			1382412	W72032	RPS21	IMAGE:345676				
8814		Hs.515536	Related RAS viral (r-ras) oncogene homolog			1384413	W74233	RRAS	IMAGE:346396				
8815		Hs.25601	Chromodomain helicase DNA binding protein 3			1424657	W92272	CHD3	IMAGE:359021				
8816		Hs.276916	Nuclear receptor subfamily 1, group D, member 1			1485385	AA021200	NR1D1	IMAGE:364080				
8817		Hs.153563	Lymphocyte antigen 75			2881362	AA811751	LY75	IMAGE:1337710				
8818		Hs.148272	Cerebral cavernous malformation 2			2880978	AA811367	CCM2	IMAGE:1337843				
8819		Hs.435675	Cleavage and polyadenylation specific factor 2, 100kDa			2881814	AA812203	CPSF2	IMAGE:1338092				
8820		Hs.444292	Chromosome 6 open reading frame 167			2878882	AA809476	C6orf167	IMAGE:1338137				
8821		Hs.379414	Malignant fibrous histiocytoma amplified sequence 1			2873975	AA805075	MFHAS1	IMAGE:1338252				
8822		Hs.528902	Hypothetical protein FLJ12735			2875440	AA806690	FLJ12735	IMAGE:1338317				
8823		Hs.140903	Mindbomb homolog 1 (Drosophila)			2875562	AA806812	MIB1	IMAGE:1338402				
8824		Hs.121028	Asp (abnormal spindle)-like, microcephaly associated (Drosophila)			2875644	AA810180	ASPM	IMAGE:1338423				
8825		Hs.501203	TIA1 cytotoxic granule-associated RNA binding protein-like 1			1924292	AA281613	TIAL1	IMAGE:712017				
8826		Hs.191482	FP6778			1925076	AA282117		IMAGE:712081				
8827		Hs.87912	FLJ39779 protein			1921875	AA280200	FLJ39779	IMAGE:712224				
8828		Hs.25647	V-fos FBJ murine osteosarcoma viral oncogene homolog			1921942	AA280404	FOS	IMAGE:712278				
8829				zt07a07.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:712404 3' similar to TR:G1196433 G1196433 HYPOTHETICAL 75.3 KD PROTEIN ;, mRNA sequence		1924455	AA281775		IMAGE:712404				
8830		Hs.474880	Hypothetical LOC388903			1924477	AA281587		IMAGE:712434				
8831				zt09a06.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:712594 3' similar to contains Alu repetitive element;, mRNA sequence		1924605	AA281927		IMAGE:712594				
8832		Hs.98910	Raft-linking protein			1924635	AA281892	RAFTLIN	IMAGE:712631				
8833		Hs.284153	Fanconi anemia, complementation group A			1802504	AA207089	FANCA	IMAGE:682642				
8834		Hs.325140	CDNA FLJ41948 fis, clone PLACE7000170			1802634	AA204651		IMAGE:682706				
8835				zr89c09.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:682864 3', mRNA sequence		1813221	AA214576		IMAGE:682864				
8836		Hs.516107	Hypothetical protein MGC22014			1809393	AA210748	MGC22014	IMAGE:682922				
8837		Hs.280342	Protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)			1812434	AA213762	PRKAR1A	IMAGE:683060				
8838				zr91e09.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:683080 3' similar to contains L1.t1 L1 repetitive element ;, mRNA sequence		1812453	AA213826		IMAGE:683080				
8839		Hs.369736	Caspase 8, apoptosis-related cysteine protease			1812253	AA213572	CASP8	IMAGE:683217				
8840		Hs.425537	LOC440111			1812381	AA213559		IMAGE:683239				
8841				oc78c09.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1355824, mRNA sequence		2896461	AA824439		IMAGE:1355824				
8842		Hs.291219	Homo sapiens, clone IMAGE:4181626, mRNA			2896591	AA824569		IMAGE:1355871				
8843		Hs.29899	Hypothetical protein LOC285636			2896512	AA824490	LOC285636	IMAGE:1356202				
8844		Hs.458408	Zinc finger protein 594			2904738	AA831639	ZNF594	IMAGE:1356248				
8845		Hs.102402	MAX dimerization protein 4			2904633	AA831534	MXD4	IMAGE:1356382				
8846		Hs.99962	Solute carrier family 43, member 3			2904665	AA831566	SLC43A3	IMAGE:1356407				
8847		Hs.115277	Ubiquitously transcribed tetratricopeptide repeat gene, Y-linked			2904823	AA831724	UTY	IMAGE:1356487				
8848		Hs.531111	YLP motif containing 1			2904926	AA831827	YLPM1	IMAGE:1356521				
8849		Hs.132441	Membrane-associated ring finger (C3HC4) 3			4094648	AI354495	MARCH-III	IMAGE:1967830				
8850		Hs.515247	Janus kinase 3 (a protein tyrosine kinase, leukocyte)			4325800	AI472755	JAK3	IMAGE:2043964				
8851				ta14h03.x1 NCI_CGAP_Lym5 Homo sapiens cDNA clone IMAGE:2044085 3', mRNA sequence		4333401	AI471311		IMAGE:2044085				
8852		Hs.516775	Hypothetical protein FLJ20203			4329353	AI476308	FLJ20203	IMAGE:2044127				
8853				ta16h02.x1 NCI_CGAP_Lym5 Homo sapiens cDNA clone IMAGE:2044275 3' similar to gb:J02923 L-PLASTIN (HUMAN);, mRNA sequence		4333910	AI471820		IMAGE:2044275				
8854		Hs.369661	CD226 antigen			4326728	AI473683	CD226	IMAGE:2044310				
8855		Hs.180663	KIAA1586			4327058	AI474013	KIAA1586	IMAGE:2044424				
8856				ta19b07.x1 NCI_CGAP_Lym5 Homo sapiens cDNA clone IMAGE:2044501 3' similar to gb:M22918 MYOSIN LIGHT CHAIN ALKALI, SMOOTH-MUSCLE ISOFORM (HUMAN);, mRNA sequence		4331241	AI469151		IMAGE:2044501				
8857		Hs.512841	Heparan sulfate 6-O-sulfotransferase 1			4217528	AI391524	HS6ST1	IMAGE:2108857				
8858		Hs.406074	PRKC, apoptosis, WT1, regulator			4217564	AI391560	PAWR	IMAGE:2108916				
8859		Hs.515005	Serine/threonine kinase 11 (Peutz-Jeghers syndrome)			4190741	AI380888	STK11	IMAGE:2109043				
8860		Hs.444664	Hypothetical protein FLJ21816			4190775	AI380922	FLJ21816	IMAGE:2109087				
8861		Hs.133294	IQ motif containing GTPase activating protein 3			4270839	AI424921	IQGAP3	IMAGE:2109198				
8862		Hs.472101	Phospholipase C, beta 4			4189900	AI380047	PLCB4	IMAGE:2109270				
8863		Hs.520888	Transcribed locus, weakly similar to XP_224362.2 similar to hypothetical protein D930020E02 [Rattus norvegicus]			4223663	AI394116		IMAGE:2109474				
8864		Hs.111749	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)			4222521	AI392974	PMS1	IMAGE:2109523				
8865				ym53f11.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:51916 3', mRNA sequence		891258	H22563		IMAGE:51916				
8866		Hs.81328	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha			1357900	W55872	NFKBIA	IMAGE:340734				
8867		Hs.433337	Spermine oxidase			1099656	H93328	SMOX	IMAGE:242037				
8868		Hs.471751	Chemokine orphan receptor 1			1194338	N53172	CMKOR1	IMAGE:246786				
8869				zd66a06.r1 Soares_fetal_heart_NbHH19W Homo sapiens cDNA clone IMAGE:345586 5', mRNA sequence		1382294	W71984		IMAGE:345586				
8870		Hs.25209	Mitogen-activated protein kinase 10			796677	R39221	MAPK10	IMAGE:23173				
8871		Hs.512857	CD151 antigen			2155793	AA443118	CD151	IMAGE:809494				
8872		Hs.519474	Chromodomain helicase DNA binding protein 1			1124404	H99736	CHD1	IMAGE:262996				
8873		Hs.436066	Leukocyte specific transcript 1			1226637	N70057	LST1	IMAGE:297895				
8874		Hs.269211	Zinc finger protein 262			1193019	N51853	ZNF262	IMAGE:281881				
8875		Hs.436187	Thyroid hormone receptor interactor 13			2553395	AA630784	TRIP13	IMAGE:856427				
8876		Hs.113882	Gamma-aminobutyric acid (GABA) A receptor, delta			917174	H41122	GABRD	IMAGE:175536				
8877		Hs.157145	Tetracycline transporter-like protein			1378659	W69177	TETRAN	IMAGE:343700				
8878		Hs.98428	Homeo box B6			2458494	AA610066	HOXB6	IMAGE:1031076				
8879		Hs.50282	Ras-related GTP binding B			1230784	N73499	RRAGB	IMAGE:295857				
8880		Hs.75149	SH3-domain GRB2-like 2			765893	R12817	SH3GL2	IMAGE:26249				
8881		Hs.529901	X (inactive)-specific transcript			1291473	W17094	XIST	IMAGE:301740				
8882				zk82c05.s1 Soares_pregnant_uterus_NbHPU Homo sapiens cDNA clone IMAGE:489320 3', mRNA sequence		1551321	AA058514		IMAGE:489320				
8883		Hs.490203	Caldesmon 1			2106676	AA426421	CALD1	IMAGE:758088				
8884		Hs.506759	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2			2432207	AA598624	ATP2A2	IMAGE:898225				
8885		Hs.534322	Major histocompatibility complex, class II, DR beta 4			2669683	AA682402	HLA-DRB5	IMAGE:461769				
8886		Hs.209113	NODAL modulator 3			1490148	AA025160	NOMO1	IMAGE:365358				
8887		Hs.213264	Tyrosyl-tRNA synthetase			2958148	AA865872	YARS	IMAGE:1470023				
8888		Hs.112728	Protein phosphatase 1F (PP2C domain containing)			2875080	AA806330	PPM1F	IMAGE:1350439				
8889									IMAGE:1270695				
8890		Hs.458414	Interferon induced transmembrane protein 1 (9-27)			2789059	AA749101	IFITM1	IMAGE:1271427				
8891		Hs.421986	Chemokine (C-X-C motif) receptor 4			2783151	AA743645	CXCR4	IMAGE:1272736				
8892		Hs.469809	Protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)			2785605	AA745619	PTPN4	IMAGE:1283105				
8893		Hs.446484	Casein kinase 2, alpha 1 polypeptide			2779753	AA741161	CSNK2A1	IMAGE:1286561				
8894		Hs.514527	Baculoviral IAP repeat-containing 5 (survivin)			2883907	AA814311	BIRC5	IMAGE:1287099				
8895		Hs.155342	Protein kinase C, delta			2810761	AA761831	PRKCD	IMAGE:1289165				
8896		Hs.519702	Cytoplasmic FMR1 interacting protein 2			2820687	AA769449	CYFIP2	IMAGE:1290386				
8897		Hs.470126	Kynureninase (L-kynurenine hydrolase)			4687319	AI635989	KYNU	IMAGE:2298080				
8898		Hs.532150	Retinal degeneration, slow			4684047	AI632717	RDS	IMAGE:2299889				
8899		Hs.521651	Stathmin-like 2			4734692	AI650713	STMN2	IMAGE:2306752				
8900		Hs.550513	Inversin			4736232	AI652253	INVS	IMAGE:2306982				
8901		Hs.525006	Nuclear fragile X mental retardation protein interacting protein 1			4737403	AI653424	NUFIP1	IMAGE:2308669				
8902		Hs.87417	Cathepsin L2			4735984	AI652005	CTSL2	IMAGE:2309234				
8903		Hs.508113	Olfactomedin 4			4834094	AI669320	OLFM4	IMAGE:2312470				
8904		Hs.27182	Phospholipase A2-activating protein			4875849	AI675369	PLAA	IMAGE:2313732				
