^Annotation
!Annotation_date = 05/18/2005 22:13:42
!Annotation_platform = GPL1223
!Annotation_platform_title =Arcturus 22k human oligonucleotide microarray
!Annotation_platform_organism = Homo sapiens
#ID =  Platform reference identifier
#Gene = Description field extracted from Entrez Gene
#Unigene = Cluster ID extracted from Entrez UniGene
#UniGene title = UniGene title extracted from Entrez UniGene
#Nucleotide = Title extracted from Entrez Nucleotide
#Protein = Title extracted from Entrez Protein
#GI = GenBank identifier(s)
#GenBank Accession = GenBank accession(s)
#Gene symbol = Gene name field extracted from Entrez Gene
#Platform_CLONEID = CLONE_ID column from GEO Platform data table
#Platform_ORF = ORF column from GEO Platform data table
#Platform_SPOTID = SPOT_ID column from GEO Platform data table
#Platform_SPACC = SP_ACC column from GEO Platform data table
#Platform_PTACC = PT_ACC column from GEO Platform data table
ID	Gene	Unigene	UniGene title	Nucleotide	Protein	GI	GenBank Accession	Gene symbol	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Platform_SPACC	Platform_PTACC
722		Hs.288523	CDNA FLJ34323 fis, clone FEBRA2008866			2716771	AA706853						
2571		Hs.437585	Epimorphin			11592725	BF509361	EPIM					
3907		Hs.43314	Sine oculis homeobox homolog 5 (Drosophila)			1735987	AA160543	SIX5					
570	KIAA0174 gene product	Hs.232194	KIAA0174 gene product			33875435	BC000430	KIAA0174					
5011	ring finger protein 40	Hs.65238	Ring finger protein 40			10179424	AF122819	RNF40					
15986		Hs.98910	Raft-linking protein			10436477	AK024164	RAFTLIN					
10717		Hs.28326	COX15 homolog, cytochrome c oxidase assembly protein (yeast)			6117330	AW129386	COX15					
18411		Hs.22065	CDC42 small effector 1			3752861	AI200255	CDC42SE1					
21271		Hs.525163	Ankyrin repeat domain 10			6703869	AW297233	ANKRD10					
15828	forkhead box H1	Hs.449410	Forkhead box H1			3523161	AF076292	FOXH1					
11010		Hs.128856	Scavenger receptor class A, member 3			4372629	AI479461	SCARA3					
19713	asparagine synthetase	Hs.489207	Asparagine synthetase			7020429	AK000379	ASNS					
12966		Hs.95612	Desmocollin 2			6503843	AW204371	DSC2					
3294		Hs.208846	Signal-induced proliferation-associated 1 like 1			12516154	BG055441	SIPA1L1					
17890		Hs.181107	Annexin A13			4888878	AI678696	ANXA13					
1039	troponin T2, cardiac	Hs.533613	Troponin T2, cardiac			33876979	BC002653	TNNT2					
5228	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)	Hs.73739	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)			30795198	NM_019859	HTR7					
19132				wo67g04.x1 NCI_CGAP_Pr22 Homo sapiens cDNA clone IMAGE:2460438 3', mRNA sequence		5664392	AI928428						
16196	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	Hs.406917	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1			19923522	NM_018292	QRSL1					
5039		Hs.12457	Nucleoporin 133kDa			11008259	AU146738	NUP133					
18304		Hs.97477	Lysozyme-like 6			9791967	BE550275	LYZL6					
17240	poly (ADP-ribose) polymerase family, member 2	Hs.409412	Poly (ADP-ribose) polymerase family, member 2			4808556	AF085734	PARP2					
16025		Hs.222221	Transcribed locus, weakly similar to XP_520532.1 similar to NOL6 protein [Pan troglodytes]			2242035	AA505898						
1072	a disintegrin and metalloproteinase domain 2 (fertilin beta)	Hs.177959	A disintegrin and metalloproteinase domain 2 (fertilin beta)			55743079	NM_001464	ADAM2					
7817	RNA binding motif protein, X-linked	Hs.380118	RNA binding motif protein, X-linked			33869674	BC006550	RBMX					
13094		Hs.465744	Insulin receptor			5111275	AI742987	INSR					
7149		Hs.8004	Kalirin, RhoGEF kinase			2669738	AA682457	HAPIP					
17843	double homeobox, 4					15284212	AF117653	DUX4					
3413	melanoma antigen family B, 2	Hs.113824	Melanoma antigen family B, 2			34335239	NM_002364	MAGEB2					
3884	SMAD, mothers against DPP homolog 4 (Drosophila)	Hs.75862	SMAD, mothers against DPP homolog 4 (Drosophila)			33876626	BC002379	SMAD4					
8694	G protein-coupled receptor 74	Hs.99231	G protein-coupled receptor 74			4530468	AF119815	GPR74					
12512	myosin VC	Hs.487036	Myosin VC			8705239	AF272390	MYO5C					
5411		Hs.174534	Transcribed locus			3869831	AI261628						
1566	chromosome 20 open reading frame 82	Hs.348297	Chromosome 20 open reading frame 82			17389973	BC017997	C20orf82					
18811	protein tyrosine phosphatase, non-receptor type 20	Hs.499552	Protein tyrosine phosphatase, non-receptor type 20			4884281	AL050040	PTPN20					
14849		Hs.401316	Insulin-like growth factor binding protein 1			816359	R54457	IGFBP1					
10915		Hs.145411	CDNA FLJ38107 fis, clone D3OST2001669			5447448	AI826777						
18123		Hs.490695	Hypothetical protein LOC155435			9512745	BE466970	LOC155435					
7056	nuclear receptor binding SET domain protein 1	Hs.208961	Nuclear receptor binding SET domain protein 1			16751268	AY049721	NSD1					
20992		Hs.503047	Mitochondrial ribosomal protein L21			3412937	AI078529	MRPL21					
20868	growth differentiation factor 9	Hs.25022	Growth differentiation factor 9			6715598	NM_005260	GDF9					
2340	pleckstrin 2	Hs.170473	Pleckstrin 2			12654766	BC001226	PLEK2					
11479	ferritin, heavy polypeptide-like 17	Hs.333125	Ferritin, heavy polypeptide-like 17			13603866	AF285592	FTHL17					
11613		Hs.505202	Bicaudal D homolog 1 (Drosophila)			817695	R48927	BICD1					
4372		Hs.388739	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)			3597978	AI129464	XRCC5					
9051	tripartite motif-containing 38	Hs.202510	Tripartite motif-containing 38			24497622	NM_006355	TRIM38					
18730	retbindin	Hs.21162	Retbindin			13477198	BC005063	RTBDN					
20770		Hs.540431	Transcribed locus			5767750	AI970924						
14580		Hs.72918	Chemokine (C-C motif) ligand 1			3086270	AA931884	CCL1					
20096	hypothetical protein BC009331	Hs.518562	Hypothetical protein BC009331			39645492	BC009331	LOC92305					
6785	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 7	Hs.512233	Leukocyte Ig-like receptor 9			14028659	AF324830	LILRB7					
4690		Hs.38516	Hypothetical gene supported by BC009447			7794811	AW780208	MGC15887					
21051		Hs.507486	Full-length cDNA clone CS0DC015YK09 of Neuroblastoma Cot 25-normalized of Homo sapiens (human)			5262569	AL080130						
6737	indolethylamine N-methyltransferase	Hs.511767	Indolethylamine N-methyltransferase			6580814	AF128846	INMT					
6790	UDP glycosyltransferase 1 family, polypeptide A4	Hs.124112	UDP glycosyltransferase 1 family, polypeptide A9			184474	M57951	UGT1A4					
6885	acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase)	Hs.166160	Acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase)			2661050	AF035295	ACAA1					
12673	methionine adenosyltransferase II, alpha	Hs.516157	Methionine adenosyltransferase II, alpha			33876412	BC001686	MAT2A					
9127	synaptosomal-associated protein, 29kDa	Hs.108002	Synaptosomal-associated protein, 29kDa			10437055	AK024704	SNAP29					
21949	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa	Hs.549029	Cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa			17389333	BC017712	CSTF2					
17861		Hs.106576	Alanine-glyoxylate aminotransferase 2-like 1			826899	R56793	AGXT2L1					
544		Hs.42151	Histamine N-methyltransferase			848723	R74353	HNMT					
12828	chromosome X open reading frame 2	Hs.115365	Chromosome X open reading frame 2			4503176	NM_001586	CXorf2					
21582	hypothetical gene supported by AK025061	Hs.306757	Hypothetical gene supported by AK025061			10437500	AK025061	FLJ21408					
21927		Hs.540520	Transcribed locus			5742106	AI949796						
16885	paired related homeobox 2	Hs.546395	Paired related homeobox 2			15779164	BC014645	PRRX2					
14836											agilent control, positive		
1344	hypothetical protein FLJ23749	Hs.180178	Hypothetical protein FLJ23749			39644694	BC004538	FLJ23749					
13239	tubulin, gamma complex associated protein 6	Hs.336431	Tubulin, gamma complex associated protein 6			6807787	AL137665	TUBGCP6					
6211	hemoglobin, theta 1					183895	M33022	HBQ1					
19839	phospholipase C, gamma 2 (phosphatidylinositol-specific)	Hs.413111	Phospholipase C, gamma 2 (phosphatidylinositol-specific)			33870530	BC018646	PLCG2					
4146	glycosyltransferase-like domain containing 1					6690174	AF090899	GTDC1					
18593	caspase 3, apoptosis-related cysteine protease	Hs.141125	Caspase 3, apoptosis-related cysteine protease			34190795	BC016926	CASP3					
5002	transducin (beta)-like 1X-linked	Hs.495656	Transducin (beta)-like 1X-linked			3021408	Y12781	TBL1X					
426		Hs.344872	Clone IMAGE:1257951, mRNA sequence			6662478	AW275525						
3494	N-ethylmaleimide-sensitive factor attachment protein, gamma	Hs.464622	N-ethylmaleimide-sensitive factor attachment protein, gamma			4505330	NM_003826	NAPG					
11048	solute carrier family 39 (zinc transporter), member 8	Hs.288034	Solute carrier family 39 (zinc transporter), member 8			12657580	AB040120	SLC39A8					
3604	corticotropin releasing hormone binding protein	Hs.115617	Corticotropin releasing hormone binding protein			17390069	BC018038	CRHBP					
16940		Hs.130239	Chromosome 6 open reading frame 97			5054795	AI733682	C6orf97					
17311				Homo sapiens tripartite motif protein TRIM9 isoform alpha (TRIM9) mRNA, complete cds; alternatively spliced		12407402	AF220036						
9731		Hs.365116	U2(RNU2) small nuclear RNA auxiliary factor 1			10433485	AK022152	U2AF1					
16854	T-box 1	Hs.173984	T-box 1			2735860	AF012130	TBX1					
4667		Hs.380110	Hypothetical protein DKFZp547C195			5754281	AI961568	DKFZp547C195					
22022		Hs.8453	Melanoma antigen family E, 1			1776134	AA189100	MAGEE1					
4850	retinal G protein coupled receptor	Hs.1544	Retinal G protein coupled receptor			15030185	BC011349	RGR					
368	hypothetical protein DKFZp434L142	Hs.323583	Hypothetical protein DKFZp434L142			32526910	NM_016613	DKFZp434L142					
20946		Hs.445704	Similar to double C2-like domains, beta			11593381	BF510083						
5144	tumor necrosis factor receptor superfamily, member 10a	Hs.401745	Tumor necrosis factor receptor superfamily, member 10a			15277526	BC012866	TNFRSF10A					
9372		Hs.525320	Clone FLB3043			6855603	AF113678						
20553		Hs.278658	Keratin, hair, basic, 6 (monilethrix)			2590307	AA654153	KRTHB6					
10744				Homo sapiens mRNA similar to hypothetical protein FLJ20234 (cDNA clone MGC:17335 IMAGE:4212810), complete cds		14198044	BC008091						
15628	arachidonate 15-lipoxygenase, second type	Hs.111256	Arachidonate 15-lipoxygenase, second type			4557308	NM_001141	ALOX15B					
22390											agilent control, positive		
18358		Hs.27414	Hypothetical protein HSU79275			11682734	BF590410	HSU79275					
7566		Hs.195922	Sp8 transcription factor			4683608	AI632278	SP8					
14142		Hs.501853	Chromosome 11 open reading frame 15			3842499	AI247102	C11orf15					
4315							AL137677						
10839		Hs.379912	Delta-like 1 (Drosophila)			816978	R41685	DLL1					
3797	HBS1-like (S. cerevisiae)	Hs.378532	HBS1-like (S. cerevisiae)			4099481	U87791	HBS1L					
7764				7q88c07.x1 NCI_CGAP_Lu24 Homo sapiens cDNA clone IMAGE:3705229 3' similar to contains element L1 repetitive element ;, mRNA sequence		11511649	BF446511						
9535	RAN binding protein 9	Hs.306242	RAN binding protein 9			13194575	AF306510	RANBP9					
18058		Hs.205816	Solute carrier family 17 (sodium phosphate), member 1			3888360	AI269193	SLC17A1					
1605	G protein beta subunit-like	Hs.29203	G protein beta subunit-like			16877767	BC017119	GBL					
8718	chromosome 8 open reading frame 13	Hs.124299	Chromosome 8 open reading frame 13			7018494	AL157475	C8orf13					
21227		Hs.183085	CCR4-NOT transcription complex, subunit 6-like			2876591	AA807015	CNOT6L					
9751		Hs.495912	Dystrophin (muscular dystrophy, Duchenne and Becker types)			10371891	BE857652	DMD					
18092	mitogen-activated protein kinase kinase kinase 10	Hs.466743	Mitogen-activated protein kinase kinase kinase 10			971419	X90846	MAP3K10					
17719		Hs.66170	SET and MYND domain containing 2			3387967	AF070592	SMYD2					
16147		Hs.148767	RCD1 required for cell differentiation1 homolog (S. pombe)			4189000	AI379147	RQCD1					
5060	KIAA0232 gene product	Hs.79276	KIAA0232 gene product			20521849	D86985	KIAA0232					
10310				Homo sapiens cDNA FLJ11521 fis, clone HEMBA1002486		10432791	AK021583						
12228		Hs.153022	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa			3735954	AI185316	TAF1C					
979	protein inhibitor of activated STAT, 4	Hs.105779	Protein inhibitor of activated STAT, 4			40225770	BC010047	PIAS4					
2963		Hs.5158	Integrin-linked kinase			6990876	AW450100	ILK					
9433		Hs.13261	Brain-specific angiogenesis inhibitor 3			825371	R43145	BAI3					
20569	RecQ protein-like 5	Hs.514480	RecQ protein-like 5			38014197	BC000570	RECQL5					
13435		Hs.496622	Plastin 3 (T isoform)			5053603	AI732490	PLS3					
3444	chromosome 2 open reading frame 25	Hs.5324	Chromosome 2 open reading frame 25			6841543	AF161510	C2orf25					
1534	mucin and cadherin-like	Hs.165619	Mucin and cadherin-like			13929440	NM_021924	MUCDHL					
3679	protein phosphatase 1, regulatory (inhibitor) subunit 8	Hs.533474	Protein phosphatase 1, regulatory (inhibitor) subunit 8			4545303	AF126488	PPP1R8					
7203		Hs.131071	Transcribed locus			3230847	AI016511						
404		Hs.496631	LOC441513			2620997	AA666384						
9391		Hs.407580	Plakophilin 4			2103655	AA424676	PKP4					
14237	hypothetical protein FLJ10665	Hs.163953	Hypothetical protein FLJ10665			10435764	AK023741	FLJ10665					
774		Hs.517059	Ganglioside-induced differentiation-associated protein 1-like 1			5836901	AI990020	GDAP1L1					
7593		Hs.471040	Hypothetical protein FLJ38973			1933939	AA286914	FLJ38973					
7803				Homo sapiens PDZ domain-containing guanine nucleotide exchange factor I mRNA, complete cds		6650765	AF117947						
18680		Hs.250879	Cortexin 1			962286	D60647	CTXN1					
3893		Hs.546268	Myosin IXA			9970269	BE645958	MYO9A					
222		Hs.516218	Hypothetical protein MGC41816			3884690	AI266532	MGC41816					
21431	CD160 antigen	Hs.488237	CD160 antigen			15680224	BC014465	CD160					
22505											agilent control, positive		
5567		Hs.518892	Alcohol dehydrogenase 6 (class V)			4734733	AI650754	ADH6					
11482				xu4.P5.B3 conorm Homo sapiens cDNA 3', mRNA sequence		4450195	AI536060						
6051				tx81d06.x1 NCI_CGAP_Ut4 Homo sapiens cDNA clone IMAGE:2275979 3' similar to SW:CORO_HUMAN P31146 CORONIN-LIKE PROTEIN P57. ;, mRNA sequence		4900363	AI689069						
5801		Hs.13759	RAB3A interacting protein (rabin3)-like 1			3240705	AI025092	RAB3IL1					
49											agilent control, positive		
18384		Hs.551552	KIAA1196 protein			11600959	BF515780	KIAA1196					
2444	calcyphosine	Hs.549024	Calcyphosine			15080419	BC011961	CAPS					
19209	similar to RIKEN cDNA 2610307I21	Hs.157078	Similar to RIKEN cDNA 2610307I21			5102578	AL079275	LOC90806					
317		Hs.519371	SMA5			11684654	BF592330	SMA5					
4418	C1q and tumor necrosis factor related protein 4	Hs.119302	C1q and tumor necrosis factor related protein 4			13274521	AF329838	C1QTNF4					
11992	complement component 5 receptor 1 (C5a ligand)	Hs.2161	Complement component 5 receptor 1 (C5a ligand)			14290435	BC008982	C5R1					
3331	dynein, axonemal, light polypeptide 4	Hs.474848	Dynein, axonemal, light polypeptide 4			12804218	BC002968	DNAL4					
18524		Hs.552452	Transcribed locus			899681	H28727						
12815	prostaglandin F receptor (FP)	Hs.292843	Prostaglandin F receptor (FP)			2257849	AF004021	PTGFR					
18493	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	Hs.517366	Lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)			1336836	S81221	LSS					
16642		Hs.232696	Pyruvate dehydrogenase phosphatase isoenzyme 2			6701559	AW294923	PDP2					
6973	cytidylate kinase	Hs.11463	UMP-CMP kinase			10437733	AK025258	CMPK					
3793	regulator of G-protein signalling 20	Hs.368733	Regulator of G-protein signalling 20			13562148	AF060877	RGS20					
3531	radial spokehead-like 1	Hs.146544	Radial spokehead-like 1			12053038	AL136761	RSHL1					
19409		Hs.534465	Presenilin enhancer 2 homolog (C. elegans)			3778768	AI215167	PEN2					
7345		Hs.435956	Neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)			6139577	AW135444	NF1					
17859				wk40d04.x1 NCI_CGAP_Pr22 Homo sapiens cDNA clone IMAGE:2417863 3' similar to TR:Q90679 Q90679 THYMOCYTE PROTEIN CTHY28KD. ;, mRNA sequence		5436875	AI817796						
1482				yg96g01.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:41345 3', mRNA sequence		829680	R58985						
16459		Hs.387623	Zinc finger protein 169			681403	T70255	ZNF169					
21213		Hs.256398	A disintegrin and metalloproteinase domain 22			6453542	AL133090	ADAM22					
8737	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	Hs.143187	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49			34189924	BC000979	DDX49					
2416				cr50g07.x1 Human bone marrow stromal cells Homo sapiens cDNA clone HBMSC_cr50g07 3', mRNA sequence		6024798	AW069800						
16574				os64d07.x5 NCI_CGAP_Br2 Homo sapiens cDNA clone IMAGE:1610125 3' similar to contains Alu repetitive element;, mRNA sequence		5054609	AI733566						
15853		Hs.147279	Eomesodermin homolog (Xenopus laevis)			3133589	AA961425	EOMES					
19877		Hs.112553	CDNA clone IMAGE:4687481, partial cds			2577249	AA649921						
4028		Hs.307984	Hypothetical gene supported by AK091668; BC043585; BX647564			4002977	AI308342						
13807	HSPC038 protein	Hs.374485	HSPC038 protein			10834778	AF275809	LOC51123					
15812	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	Hs.425769	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)			15277738	BC012915	OMA1					
15229	cytochrome c oxidase subunit VIIc	Hs.430075	Cytochrome c oxidase subunit VIIc			33875863	BC001005	COX7C					
2440		Hs.446376	Adenomatosis polyposis coli 2			821287	R44316	APC2					
18611	eukaryotic translation initiation factor 5	Hs.433702	Eukaryotic translation initiation factor 5			10439907	AK026933	EIF5					
22460											agilent control, negative		
340		Hs.128959	Pre-mRNA cleavage complex II protein Pcf11			4536111	AI572737	PCF11					
13309		Hs.194678	MRNA; cDNA DKFZp586F0922 (from clone DKFZp586F0922)			11449164	BF436849						
20652	zinc finger protein 606	Hs.287629	Zinc finger protein 606			16552173	AK056696	ZNF606					
12316	olfactory receptor, family 7, subfamily E, member 38 pseudogene	Hs.512431	Olfactory receptor, family 7, subfamily E, member 38 pseudogene			8008445	AW874308	OR7E38P					
870		Hs.368805	3-hydroxyanthranilate 3,4-dioxygenase			10031810	BE671269	HAAO					
8356		Hs.497788	Glutamyl-prolyl-tRNA synthetase			4737346	AI653367	EPRS					
14667		Hs.537112	Transcribed locus			820656	R44360						
5581	troponin I, skeletal, slow	Hs.320890	Troponin I, skeletal, slow			15214929	BC012600	TNNI1					
11921		Hs.500736	CDNA clone IMAGE:3618863, partial cds			11598510	BF513331						
10692	heterogeneous nuclear ribonucleoprotein K	Hs.522257	Heterogeneous nuclear ribonucleoprotein K			33875343	BC000355	HNRPK					
19123	nuclear receptor subfamily 2, group F, member 1	Hs.519445	Nuclear receptor subfamily 2, group F, member 1			33870468	BC004154	NR2F1					
7043		Hs.369056	Nuclear antigen Sp100			4188528	AI378675	SP100					
5667				wf95g09.x1 Soares_NSF_F8_9W_OT_PA_P_S1 Homo sapiens cDNA clone IMAGE:2363392 3' similar to contains MER2.b1 MER2 repetitive element ;, mRNA sequence		5395114	AI808548						
20815	homeo box C10	Hs.44276	Homeo box C10			12654896	BC001293	HOXC10					
8686		Hs.12420	PHD finger protein 17			2242368	AA506128	PHF17					
7003	chromosome 3 open reading frame 17	Hs.477134	Chromosome 3 open reading frame 17			5912125	AL117573	C3orf17					
1872	hypothetical protein FLJ13912	Hs.47125	Hypothetical protein FLJ13912			13543442	BC005879	FLJ13912					
19933	hypothetical gene supported by BC007071					33873705	BC007923	dJ383J4.3					
4884	caspase recruitment domain family, member 10	Hs.57973	Caspase recruitment domain family, member 10			13488606	AY028896	CARD10					
9938	sodium channel, voltage-gated, type I, alpha					12642269	AF225985	SCN1A					
2076	kelch-like	Hs.517419	Kelch-like			16198484	BC015923	KELCHL					
10924	MADP-1 protein	Hs.505295	MADP-1 protein			14211666	AB062361	MADP-1					
22403											agilent control, negative		
10594	four and a half LIM domains 3	Hs.57687	Four and a half LIM domains 3			33873333	BC011697	FHL3					
20761	zinc finger protein 277	Hs.489722	Zinc finger protein (C2H2 type) 277			9230648	AF209198	ZNF277					
4214	F-box protein 8	Hs.76917	F-box protein 8			48928043	NM_012180	FBXO8					
12627		Hs.31409	Hypothetical protein LOC120376			4599103	AI590055	LOC120376					
2067				UI-H-BI4-apx-e-05-0-UI.s1 NCI_CGAP_Sub8 Homo sapiens cDNA clone IMAGE:3088977 3', mRNA sequence		11591372	BF508074						
9046		Hs.325404	Phenylalanine hydroxylase			9868625	AV647611	PAH					
21993		Hs.461786	Spire homolog 2 (Drosophila)			2324261	AA553722	SPIRE2					
19979		Hs.335551	Dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)			7700991	AW768966	DLAT					
18924		Hs.89643	Transketolase (Wernicke-Korsakoff syndrome)			5745364	AI953054	TKT					
4905	interferon induced transmembrane protein 2 (1-8D)	Hs.174195	Interferon induced transmembrane protein 2 (1-8D)			16307214	BC009696	IFITM2					
2883		Hs.527114	Thymine-DNA glycosylase			5132625	AI754361	TDG					
11626		Hs.524809	Restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)			6505284	AW205730	RSN					
20216	glucosamine-phosphate N-acetyltransferase 1	Hs.478025	Glucosamine-phosphate N-acetyltransferase 1			10438132	AK025575	GNPNAT1					
14642		Hs.146161	Endothelin converting enzyme 2			6717223	AW305020	ECE2					
6464	chromosome 11 open reading frame 10	Hs.437779	Chromosome 11 open reading frame 10			38014315	BC002750	C11orf10					
10735		Hs.519313	ALL1 fused gene from 5q31			10437236	AK024831	AF5Q31					
16374	chromosome 14 open reading frame 129	Hs.4104	Chromosome 14 open reading frame 129			34189223	BC004818	C14orf129					
5732		Hs.30824	Leucine zipper transcription factor-like 1			10440226	AK027165	LZTFL1					
12917	double homeobox, 5					63985969	NM_012149	DUX5					
12015		Hs.30875	Hypothetical protein LOC284033			6143555	AW139237	LOC284033					
21911	complement component 1, q subcomponent, gamma polypeptide	Hs.467753	Complement component 1, q subcomponent, gamma polypeptide			14290495	BC009016	C1QG					
17179	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	Hs.130988	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B			4758221	NM_004714	DYRK1B					
16382	poliovirus receptor-related 4	Hs.492490	Poliovirus receptor-related 4			10441985	AF218028	PVRL4					
22566											agilent control, positive		
8631				EST95584 Testis I Homo sapiens cDNA 3' end, mRNA sequence		2034702	AA382233						
17919		Hs.156169	Zinc finger protein 132 (clone pHZ-12)			1856524	AA233494	ZNF132					
1089	6-pyruvoyltetrahydropterin synthase	Hs.503860	6-pyruvoyltetrahydropterin synthase			17390047	BC018029	PTS					
11121	tripartite motif-containing 47	Hs.293660	Tripartite motif-containing 47			15741220	AY026763	TRIM47					
3132		Hs.61441	RNA binding motif protein 27			3802077	AI219874	RBM27					
22362											agilent control, positive		
1571		Hs.403933	F-box protein 32			11514599	BF448545	FBXO32					
17759	chromosome 21 open reading frame 2	Hs.517331	Chromosome 21 open reading frame 2			1835524	U84569	C21orf2					
11226	vascular cell adhesion molecule 1	Hs.109225	Vascular cell adhesion molecule 1			18201907	NM_001078	VCAM1					
384		Hs.493096	Pre-B-cell leukemia transcription factor 1			16549979	AK055280	PBX1					
17317	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	Hs.166085	Killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4			1770469	X99479	KIR2DL4					
14778	sine oculis homeobox homolog 3 (Drosophila)	Hs.227277	Sine oculis homeobox homolog 3 (Drosophila)			4885596	NM_005413	SIX3					
1100		Hs.349092	Hypothetical gene supported by AF147354			6638831	AW262015						
9703	solute carrier family 16 (monocarboxylic acid transporters), member 6	Hs.42645	Solute carrier family 16 (monocarboxylic acid transporters), member 6			40789260	NM_004694	SLC16A6					
3335		Hs.17719	KIAA0114 gene product			2335810	AA564171	KIAA0114					
18526		Hs.146180	Transmembrane protein 30B			5674163	AI935293	TMEM30B					
16993		Hs.481342	Arg/Abl-interacting protein ArgBP2			7021081	AK000782	ARGBP2					
1185		Hs.445139	CDNA FLJ13695 fis, clone PLACE2000124			10435786	AK023757						
21480				nae09b04.x1 NCI_CGAP_Ov18 Homo sapiens cDNA clone IMAGE:3434814 3', mRNA sequence		12057391	BF732316						
5279		Hs.84084	Amyloid beta precursor protein (cytoplasmic tail) binding protein 2			4664004	AI627204	APPBP2					
7534	protocadherin gamma subfamily A, 10	Hs.368160	Protocadherin gamma subfamily C, 3			5456925	AF152319	PCDHGA10					
15337		Hs.418291	Interleukin 10 receptor, beta			4217462	AI391458	IL10RB					
7781							BC001495						
11799		Hs.230299	Transcribed locus			3801910	AI219707						
11743		Hs.207776	Aspartylglucosaminidase			2953285	AA861145	AGA					
14867	caldesmon 1	Hs.490203	Caldesmon 1			16198382	BC015839	CALD1					
5923	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	Hs.502875	V-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)			33988779	BC014095	RELA					
21279		Hs.270833	Amphiregulin (schwannoma-derived growth factor)			55939538	AV646493	AREG					
13599		Hs.468675	Lung type-I cell membrane-associated glycoprotein			3255314	AI034361	T1A-2					
20937				oz28f06.x1 Soares_total_fetus_Nb2HF8_9w Homo sapiens cDNA clone IMAGE:1676675 3' similar to contains Alu repetitive element;, mRNA sequence		3412926	AI078518						
14380		Hs.220931	Hypothetical gene supported by AK092637			6991400	AW450624						
896		Hs.534574	Zinc finger protein 564			3899185	AI276917	ZNF564					
17297	SEC14 and spectrin domains 1	Hs.370668	SEC14 and spectrin domains 1			6093238	AL122046	SESTD1					
3857				tq45b02.x1 NCI_CGAP_Ut1 Homo sapiens cDNA clone IMAGE:2211723 3', mRNA sequence		4564366	AI579990						
20766	sialic acid binding Ig-like lectin 12	Hs.249741	Sialic acid binding Ig-like lectin 12			14625821	AF282256	SIGLEC12					
6529		Hs.466910	Cytidine deaminase			9870266	AV649252	CDA					
10203				tg55g06.x1 NCI_CGAP_Pr28 Homo sapiens cDNA clone IMAGE:2112730 3', mRNA sequence		4261456	AI417952						
16756	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	Hs.377010	Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase			33989958	BC014178	CAD					
16690		Hs.435302	Zinc finger protein 3 (A8-51)			5178841	AI763174	ZNF3					
22195	meningioma (disrupted in balanced translocation) 1	Hs.268515	Meningioma (disrupted in balanced translocation) 1			55956909	NM_002430	MN1					
15302	cytochrome c oxidase subunit VIIa polypeptide 2 like	Hs.339639	Cytochrome c oxidase subunit VIIa polypeptide 2 like			13937964	BC007095	COX7A2L					
1784				wp76d02.x1 NCI_CGAP_Brn25 Homo sapiens cDNA clone IMAGE:2467683 3', mRNA sequence		5676240	AI937370						
11850	hect domain and RLD 6	Hs.529317	Hect domain and RLD 6			7020870	AK000644	HERC6					
10289		Hs.302742	Mitochondrial ribosomal protein S6			10437310	AK024896	MRPS6					
16606	chromosome 6 open reading frame 108	Hs.109752	Chromosome 6 open reading frame 108			40225406	BC011683	C6orf108					
