^Annotation
!Annotation_date = 05/20/2005 15:03:40
!Annotation_platform = GPL91
!Annotation_platform_title =Affymetrix GeneChip Human Genome U95 Version 2 Set HG-U95A
!Annotation_platform_organism = Homo sapiens
#ID =  Platform reference identifier
#Gene = Description field extracted from Entrez Gene
#Unigene = Cluster ID extracted from Entrez UniGene
#UniGene title = UniGene title extracted from Entrez UniGene
#Nucleotide = Title extracted from Entrez Nucleotide
#Protein = Title extracted from Entrez Protein
#GI = GenBank identifier(s)
#GenBank Accession = GenBank accession(s)
#Gene symbol = Gene name field extracted from Entrez Gene
#Platform_CLONEID = CLONE_ID column from GEO Platform data table
#Platform_ORF = ORF column from GEO Platform data table
#Platform_SPOTID = SPOT_ID column from GEO Platform data table
#Platform_SPACC = SP_ACC column from GEO Platform data table
#Platform_PTACC = PT_ACC column from GEO Platform data table
ID	Gene	Unigene	UniGene title	Nucleotide	Protein	GI	GenBank Accession	Gene symbol	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Platform_SPACC	Platform_PTACC
37167_at	ataxin 7	Hs.476595	Ataxin 7			2370154	AJ000517	ATXN7					
37168_at	lysosomal-associated membrane protein 3	Hs.518448	Lysosomal-associated membrane protein 3			3885359	AB013924	LAMP3					
37169_at	zinc finger protein 536	Hs.378901	Zinc finger protein 536			2224720	AB002388	ZNF536					
37170_at	BMP2 inducible kinase	Hs.146551	BMP2 inducible kinase			3970851	AB015331	BMP2K					
37411_at	centaurin, beta 1	Hs.337242	Centaurin, beta 1			495679	D30758	CENTB1					
37412_at	phosphatidylinositol-4-phosphate 5-kinase, type II, alpha	Hs.499029	Phosphatidylinositol-4-phosphate 5-kinase, type II, alpha			1042033	S78798	PIP5K2A					
37413_at	dipeptidase 1 (renal)	Hs.109	Dipeptidase 1 (renal)			598188	J05257	DPEP1					
37414_at	solute carrier family 22 (organic cation transporter), member 1-like antisense	Hs.300076	Solute carrier family 22 (organic cation transporter), member 1-like antisense			2921452	AF037066	SLC22A1LS					
37415_at	ATPase, Class V, type 10B	Hs.109358	ATPase, Class V, type 10B			58257663	AB018258	ATP10B					
37416_at	ras homolog gene family, member H	Hs.160673	Ras homolog gene family, member H			609016	Z35227	RHOH					
37417_at	POU domain, class 2, transcription factor 2	Hs.515429	POU domain, class 2, transcription factor 2			339495	M36542	POU2F2					
37418_at	POU domain, class 2, transcription factor 2	Hs.515429	POU domain, class 2, transcription factor 2			189362	M36653	POU2F2					
37419_g_at	POU domain, class 2, transcription factor 2	Hs.515429	POU domain, class 2, transcription factor 2			189362	M36653	POU2F2					
37420_i_at	major histocompatibility complex, class I, F					32223	X17093	HLA-F					
37421_f_at	major histocompatibility complex, class I, F					32223	X17093	HLA-F					
37422_at	peptidylprolyl isomerase C (cyclophilin C)	Hs.110364	Peptidylprolyl isomerase C (cyclophilin C)			547303	S71018	PPIC					
37423_at	solute carrier family 12 (sodium/potassium/chloride transporters), member 2	Hs.162585	Solute carrier family 12 (sodium/potassium/chloride transporters), member 2			903681	U30246	SLC12A2					
37424_at	coiled-coil alpha-helical rod protein 1					5360900	AB029343	CCHCR1					
37425_g_at	coiled-coil alpha-helical rod protein 1					5360900	AB029343	CCHCR1					
37426_at	trinucleotide repeat containing 9	Hs.460789	Trinucleotide repeat containing 9			2565047	U80736	TNRC9					
37427_at	netrin G1	Hs.211236	Netrin G1			4589595	AB023193	NTNG1					
37428_at		Hs.211236	Netrin G1			3648314	AI140857	NTNG1					
37429_g_at		Hs.211236	Netrin G1			3648314	AI140857	NTNG1					
37430_at	arachidonate 15-lipoxygenase, second type	Hs.111256	Arachidonate 15-lipoxygenase, second type			2224906	U78294	ALOX15B					
37431_at	protein inhibitor of activated STAT, 2	Hs.514846	Protein inhibitor of activated STAT, 2			3643112	AF077953	PIAS2					
37432_g_at	protein inhibitor of activated STAT, 2	Hs.514846	Protein inhibitor of activated STAT, 2			3643112	AF077953	PIAS2					
37433_at	protein inhibitor of activated STAT, 2	Hs.514846	Protein inhibitor of activated STAT, 2			3643114	AF077954	PIAS2					
37434_at		Hs.435941	Dynactin 4			1308855	W28907	MGC3248					
37435_s_at	potassium inwardly-rectifying channel, subfamily J, member 6					2969923	AJ001894	KCNJ6					
37436_at	mitochondrial capsule selenoprotein	Hs.111850	Mitochondrial capsule selenoprotein			1050519	X89960	MCSP					
37437_at	KIAA0590 gene product	Hs.389438	KIAA0590 gene product			3043703	AB011162	KIAA0590					
37438_at	CP110 protein	Hs.279912	CP110 protein			2887412	AB007879	CP110					
37439_at		Hs.162989	Solute carrier family 30 (zinc transporter), member 4			4850918	AI671187	SLC30A4					
37440_at	solute carrier family 30 (zinc transporter), member 4	Hs.162989	Solute carrier family 30 (zinc transporter), member 4			2582414	AF025409	SLC30A4					
37441_at	lipoyltransferase 1	Hs.516235	Lipoyltransferase 1			4586379	AB017566	LIPT1					
37442_at	hypothetical protein DKFZp586I1420	Hs.112423	Hypothetical protein DKFZp586I1420			4914581	AL050378	DKFZp586I1420					
37443_at	G-2 and S-phase expressed 1					4007108	AL031588	GTSE1					
37444_at	par-6 partitioning defective 6 homolog alpha (C.elegans)	Hs.112933	Par-6 partitioning defective 6 homolog alpha (C.elegans)			2613009	AF028827	PARD6A					
37445_at	transmembrane protein 5	Hs.216386	Transmembrane protein 5			4586843	AB015633	TMEM5					
37446_at	G protein-coupled receptor associated sorting protein 1	Hs.522730	G protein-coupled receptor associated sorting protein 1			58257649	AB007903	GPRASP1					
37447_at	G protein-coupled receptor 30	Hs.552573	G protein-coupled receptor 30			2353152	AF015257	GPR30					
37448_s_at	GNAS complex locus	Hs.125898	GNAS complex locus			31916	X56009	GNAS					
37449_i_at	GNAS complex locus	Hs.125898	GNAS complex locus			31912	X04409	GNAS					
37450_r_at	GNAS complex locus	Hs.125898	GNAS complex locus			31912	X04409	GNAS					
37451_at		Hs.311187	Solute carrier organic anion transporter family, member 3A1			5689807	AL109695	SLCO3A1					
37452_at	uromodulin (uromucoid, Tamm-Horsfall glycoprotein)	Hs.164470	Uromodulin (uromucoid, Tamm-Horsfall glycoprotein)			340163	M15881	UMOD					
37453_at	ClpX caseinolytic protease X homolog (E. coli)	Hs.113823	ClpX caseinolytic protease X homolog (E. coli)			12583562	AJ006267	CLPX					
37454_at	chemokine (C-C motif) ligand 13	Hs.414629	Chemokine (C-C motif) ligand 13			4138019	AJ001634	CCL13					
37455_at	Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)	Hs.113916	Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)			840783	X68829	BLR1					
37456_at	caspase recruitment domain family, member 10					3820991	AL022315	CARD10					
37457_at	leucine rich repeat transmembrane neuronal 2	Hs.114169	Leucine rich repeat transmembrane neuronal 2			2887452	AB007876	LRRTM2					
37458_at	CDC45 cell division cycle 45-like (S. cerevisiae)	Hs.474217	CDC45 cell division cycle 45-like (S. cerevisiae)			3789856	AF062495	CDC45L					
37459_at	collagen, type VIII, alpha 1	Hs.134830	Collagen, type VIII, alpha 1			30081	X57527	COL8A1					
37460_at	T-cell lymphoma invasion and metastasis 1	Hs.517228	T-cell lymphoma invasion and metastasis 1			897556	U16296	TIAM1					
37461_at	angiopoietin 2	Hs.490892	Angiopoietin 2			2257932	AF004327	ANGPT2					
37462_i_at	splicing factor 3a, subunit 2, 66kDa					409218	L21990	SF3A2					
37463_r_at	splicing factor 3a, subunit 2, 66kDa					409218	L21990	SF3A2					
37464_at	peroxisome biogenesis factor 13	Hs.336219	Peroxisome biogenesis factor 13			3252881	AF048755	PEX13					
37465_at	brain-specific protein p25 alpha	Hs.551526	Brain-specific protein p25 alpha			4062851	AB017016	TPPP					
37466_at	RAB7, member RAS oncogene family-like 1	Hs.115325	RAB7, member RAS oncogene family-like 1			2388543	D84488	RAB7L1					
37467_at	immunoglobulin heavy constant delta					184772	K02882	IGHD					
37468_at	Janus kinase 2 (a protein tyrosine kinase)	Hs.434374	Janus kinase 2 (a protein tyrosine kinase)			3068751	AF058925	JAK2					
37469_at	kinetochore associated 1	Hs.300559	Kinetochore associated 1			1136393	D79988	KNTC1					
37470_at	leukocyte-associated Ig-like receptor 1	Hs.467288	Leukocyte-associated Ig-like receptor 1			2352940	AF013249	LAIR1					
37471_at	ribonuclease P 40kDa subunit					3249540	U94317	RPP40					
37472_at	mannosidase, beta A, lysosomal	Hs.480415	Mannosidase, beta A, lysosomal			2809322	U60337	MANBA					
37473_at	keratin 16 (focal non-epidermolytic palmoplantar keratoderma)	Hs.432448	Keratin 16 (focal non-epidermolytic palmoplantar keratoderma)			4091878	AF061812	KRT16					
37474_at	Opa interacting protein 5	Hs.511092	Opa interacting protein 5			2815609	AF025441	OIP5					
37475_at	chromosome 19 open reading frame 14					2887496	AC004144	C19orf14					
37476_at		Hs.520636	RB-associated KRAB repressor			2577538	AA650210	RBAK					
37477_at		Hs.487458	TRIAD3 protein			1307339	W27535	TRIAD3					
37478_at	secretagogin, EF-hand calcium binding protein	Hs.116428	Secretagogin, EF-hand calcium binding protein			3757660	Y16752	SCGN					
37479_at	CD72 antigen	Hs.116481	CD72 antigen			187262	M54992	CD72					
37480_at	thrombopoietin (myeloproliferative leukemia virus oncogene ligand, megakaryocyte growth and development factor)	Hs.1166	Thrombopoietin (myeloproliferative leukemia virus oncogene ligand, megakaryocyte growth and development factor)			506826	L33410	THPO					
37481_at	cell division cycle 40 homolog (yeast)	Hs.428147	Cell division cycle 40 homolog (yeast)			3123907	AF038392	CDC40					
37482_at	aldo-keto reductase family 1, member B10 (aldose reductase)	Hs.116724	Aldo-keto reductase family 1, member B10 (aldose reductase)			3150034	U37100	AKR1B10					
37483_at	histone deacetylase 9	Hs.196054	Histone deacetylase 9			3882208	AB018287	HDAC9					
37484_at	integrin, alpha 1	Hs.519304	Integrin, alpha 1			33949	X68742	ITGA1					
37485_at	solute carrier family 27 (fatty acid transporter), member 2	Hs.11729	Solute carrier family 27 (fatty acid transporter), member 2			2653564	D88308	SLC27A2					
37486_f_at	Meis1, myeloid ecotropic viral integration site 1 homolog 4 (mouse)	Hs.356135	Meis1, myeloid ecotropic viral integration site 1 homolog 4 (mouse)			1679673	U68385	MEIS4					
37487_at	trinucleotide repeat containing 6B	Hs.372082	Trinucleotide repeat containing 6B			14133234	AB029016	TNRC6B					
37488_at	farnesyltransferase, CAAX box, beta	Hs.509651	Farnesyltransferase, CAAX box, beta			292032	L00635	FNTB					
37489_s_at	solute carrier family 4, anion exchanger, member 3	Hs.1176	Solute carrier family 4, anion exchanger, member 3			476221	U05596	SLC4A3					
37490_at	solute carrier family 4, anion exchanger, member 3	Hs.1176	Solute carrier family 4, anion exchanger, member 3			1486481	L27213	SLC4A3					
37491_at	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	Hs.158560	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa			559319	D90359	TAF1					
37492_at	KIAA0500 protein	Hs.525566	KIAA0500 protein			3413944	AB007969	KIAA0500					
37493_at		Hs.285401	Colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)			867601	H04668	CSF2RB					
37494_at	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	Hs.285401	Colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)			487424	M59941	CSF2RB					
37495_at	proline rich 3	Hs.118354	Proline rich 3			1773023	U63336	PRR3					
37496_at		Hs.490555	ATP-binding cassette, sub-family B (MDR/TAP), member 8			1906573	U66688	ABCB8					
37497_at	hematopoietically expressed homeobox	Hs.118651	Hematopoietically expressed homeobox			292404	L16499	HHEX					
37498_at	potassium voltage-gated channel, subfamily G, member 1					5420267	AL050404	KCNG1					
37499_at	KIAA0408					2662096	AB007868	KIAA0408					
37500_at	zinc finger protein 175	Hs.119014	Zinc finger protein 175			2618575	D50419	ZNF175					
37501_at	NF-kappaB repressing factor	Hs.437084	NF-kappaB repressing factor			2274971	Y07707	NKRF					
37502_at	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)	Hs.119023	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)			3851583	AF092563	SMC2L1					
37503_at	KIAA0984 protein	Hs.192492	KIAA0984 protein			4589611	AB023201	KIAA0984					
37504_at	transformation/transcription domain-associated protein					3694662	AC004893	TRRAP					
37505_at	nuclear receptor subfamily 0, group B, member 2					1374878	L76571	NR0B2					
37506_at		Hs.298735	Formin binding protein 3			1495081	Z78308	FNBP3					
37507_i_at		Hs.298735	Formin binding protein 3			2775247	AA675900	FNBP3					
37508_f_at		Hs.298735	Formin binding protein 3			2775247	AA675900	FNBP3					
37509_at	cytokine receptor-like factor 3	Hs.370168	Cytokine receptor-like factor 3			4105471	AF046059	CRLF3					
37510_at	syntaxin 8	Hs.431109	Syntaxin 8			4007385	AF036715	STX8					
37511_at	B9 protein	Hs.462445	B9 protein			5668704	AB030506	EPPB9					
37512_at	hydroxysteroid (17-beta) dehydrogenase 6	Hs.524513	Hydroxysteroid (17-beta) dehydrogenase 6			2661210	U89281	HSD17B6					
37513_at	stearoyl-CoA desaturase (delta-9-desaturase)	Hs.368641	Stearoyl-CoA desaturase (delta-9-desaturase)			2190403	Y13647	SCD					
37514_s_at	mannan-binding lectin serine protease 2	Hs.119983	Mannan-binding lectin serine protease 2			5002493	AB008047	MASP2					
37515_at	mannan-binding lectin serine protease 2	Hs.119983	Mannan-binding lectin serine protease 2			3297878	X98400	MASP2					
37516_at	dendrin	Hs.120228	Dendrin			3882218	AB018292	DDN					
37517_at	GTPase activating Rap/RanGAP domain-like 4	Hs.499659	GTPase activating Rap/RanGAP domain-like 4			5689414	AB028962	GARNL4					
37518_at	nuclear fragile X mental retardation protein interacting protein 1 pseudogene					5419768	AL049842	NUFIP1P					
37519_at	asialoglycoprotein receptor 1	Hs.12056	Asialoglycoprotein receptor 1			179078	M10058	ASGR1					
37520_at	zinc finger protein 330	Hs.120766	Zinc finger protein 330			13375150	AJ006591	ZNF330					
37521_s_at		Hs.120766	Zinc finger protein 330			1060547	H82458	ZNF330					
37522_r_at		Hs.120766	Zinc finger protein 330			1060547	H82458	ZNF330					
37523_at	acyl-Coenzyme A dehydrogenase, long chain	Hs.471277	Acyl-Coenzyme A dehydrogenase, long chain			177961	M74096	ACADL					
37524_at	serine/threonine kinase 17b (apoptosis-inducing)	Hs.88297	Serine/threonine kinase 17b (apoptosis-inducing)			3834355	AB011421	STK17B					
37525_at	serine protease inhibitor-like, with Kunitz and WAP domains 1 (eppin)					9408724	AL031663	SPINLW1					
37526_at	vanin 1	Hs.12114	Vanin 1			4128046	AJ132099	VNN1					
37527_at	ELK3, ETS-domain protein (SRF accessory protein 2)	Hs.46523	ELK3, ETS-domain protein (SRF accessory protein 2)			531522	Z36715	ELK3					
37528_at	aspartate beta-hydroxylase	Hs.332422	Aspartate beta-hydroxylase			1911651	S83325	ASPH					
37529_at	calcium channel, voltage-dependent, alpha 1H subunit	Hs.459642	Calcium channel, voltage-dependent, alpha 1H subunit			14670396	AF051946	CACNA1H					
37530_s_at	reelin	Hs.132439	Reelin			1743884	U79716	RELN					
37769_at	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 4	Hs.122575	Endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 4			2735848	AF011466	EDG4					
37770_at	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	Hs.122752	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa			2739086	AF026445	TAF2					
37771_at	TAO kinase 2	Hs.291623	TAO kinase 2			4240250	AB020688	TAOK2					
37772_at	CDC2-related protein kinase 7	Hs.416108	CDC2-related protein kinase 7			20521689	AB020711	CRK7					
37773_at	KIAA1005 protein	Hs.298382	KIAA1005 protein			4589653	AB023222	KIAA1005					
37774_at		Hs.496666	Septin 6			5439021	AI819942	SEPT6					
37775_at		Hs.496666	Septin 6			1306236	W25951	SEPT6					
37776_at	putative homeodomain transcription factor 1	Hs.486246	Putative homeodomain transcription factor 1			5640104	AJ011863	PHTF1					
37777_at	protein tyrosine phosphatase, receptor type, B	Hs.434375	Protein tyrosine phosphatase, receptor type, B			35787	X54131	PTPRB					
37778_at	KIN, antigenic determinant of recA protein homolog (mouse)	Hs.397918	KIN, antigenic determinant of recA protein homolog (mouse)			3850703	AJ005273	KIN					
37779_at	sphingomyelin phosphodiesterase, acid-like 3B	Hs.123659	Sphingomyelin phosphodiesterase, acid-like 3B			1552274	Y08134	SMPDL3B					
37780_at	piccolo (presynaptic cytomatrix protein)	Hs.12376	Piccolo (presynaptic cytomatrix protein)			3043641	AB011131	PCLO					
37781_at	neurexin 2	Hs.372938	Neurexin 2			20521693	AB023138	NRXN2					
37782_at		Hs.12409	Somatostatin			4688091	AI636761	SST					
37783_at				Homo sapiens clone 24407 mRNA sequence		3387946	AF070575						
37784_at		Hs.124776	CDNA clone IMAGE:4152983, partial cds			4499957	AL049227						
37785_at		Hs.124940	Rho family GTPase 1			2731394	U69563	RND1					
37786_at	membrane-associated ring finger (C3HC4) 3	Hs.132441	Membrane-associated ring finger (C3HC4) 3			3005728	AF055007	MARCH3					
37787_at	hypothetical protein LOC92973	Hs.12509	Hypothetical protein LOC92973			3360423	AF052116	LOC92973					
37788_at		Hs.370287	A disintegrin and metalloproteinase domain 23			3360422	AF052115	ADAM23					
37789_at	transcriptional adaptor 2 (ADA2 homolog, yeast)-like	Hs.500066	Transcriptional adaptor 2 (ADA2 homolog, yeast)-like			3258662	AF064094	TADA2L					
37790_at	VENT-like homeobox 2	Hs.125231	VENT-like homeobox 2			3941533	AF068006	VENTX2					
37791_at				yw53g02.s1 Weizmann Olfactory Epithelium Homo sapiens cDNA clone IMAGE:255986 3' similar to contains Alu repetitive element;, mRNA sequence		1148486	N29966						
37792_s_at	RAD51-like 3 (S. cerevisiae)	Hs.125244	RAD51-like 3 (S. cerevisiae)			3292969	Y15572	RAD51L3					
37793_r_at	RAD51-like 3 (S. cerevisiae)	Hs.125244	RAD51-like 3 (S. cerevisiae)			2920581	AF034956	RAD51L3					
37794_at	hypothetical protein LOC155060	Hs.490512	Hypothetical protein LOC155060			2661032	AF035281	LOC155060					
37795_at	arylsulfatase B	Hs.149103	Arylsulfatase B			179029	M32373	ARSB					
37796_at	motile sperm domain containing 3					3135305	AF053356	MOSPD3					
37797_at	ribulose-5-phosphate-3-epimerase	Hs.282260	Ribulose-5-phosphate-3-epimerase			2894531	AJ224326	RPE					
37798_at	SPFH domain family, member 2					4127004	AB018790	SPFH2					
37799_at	asialoglycoprotein receptor 2	Hs.16247	Asialoglycoprotein receptor 2			34353	X55284	ASGR2					
37800_r_at		Hs.298252	Xenobiotic/medium-chain fatty acid:CoA ligase			3871302	AI263099	LOC123876					
37801_at	ATPase, H+ transporting, lysosomal V0 subunit a isoform 2	Hs.201939	ATPase, H+ transporting, lysosomal V0 subunit a isoform 2			4151943	AF112972	ATP6V0A2					
37802_r_at		Hs.368548	Hypothetical protein KIAA1164			4499955	AL049226	KIAA1164					
37803_at		Hs.368548	Hypothetical protein KIAA1164			4827934	AI668626	KIAA1164					
37804_at	vacuolar protein sorting 4B (yeast)	Hs.126550	Vacuolar protein sorting 4B (yeast)			3329389	AF038960	VPS4B					
37805_at	sushi-repeat-containing protein, X-linked 2	Hs.306339	Sushi-repeat-containing protein, X-linked 2			3108088	AF060567	SRPX2					
37806_at	SH3 and multiple ankyrin repeat domains 2	Hs.268726	SH3 and multiple ankyrin repeat domains 2			5689380	AB028945	SHANK2					
37807_at	glucokinase (hexokinase 4, maturity onset diabetes of the young 2)	Hs.1270	Glucokinase (hexokinase 4, maturity onset diabetes of the young 2)			183234	M90299	GCK					
37808_at	sorting nexin 7	Hs.197015	Sorting nexin 7			4884240	AL049989	SNX7					
37809_at	homeo box A9	Hs.127428	Homeo box A9			1184168	U41813	HOXA9					
37810_at	homeo box A9	Hs.127428	Homeo box A9			1778587	U82759	HOXA9					
37811_at	calcium channel, voltage-dependent, alpha 2/delta subunit 2	Hs.476273	Calcium channel, voltage-dependent, alpha 2/delta subunit 2			2781438	AF042792	CACNA2D2					
37812_at	cut-like 2 (Drosophila)	Hs.124953	Cut-like 2 (Drosophila)			14133200	AB006631	CUTL2					
37813_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	Hs.445168	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51			5102576	AL079273	DDX51					
37814_g_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	Hs.445168	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51			5102576	AL079273	DDX51					
37815_at		Hs.445168	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51			5590713	AI885549	DDX51					
37816_at	complement component 5	Hs.494997	Complement component 5			179982	M57729	C5					
37817_at	chromosome 19 open reading frame 29	Hs.128425	Chromosome 19 open reading frame 29			3360393	AF052087	C19orf29					
37818_at	F-box protein 46	Hs.128702	F-box protein 46			2143253	Y10936	FBXO46					
37819_at	Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse)	Hs.171265	Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse)			2852603	AF007130	MDM1					
37820_at	proline dehydrogenase (oxidase) 2					2506085	U95090	PRODH2					
37821_at	breast carcinoma amplified sequence 1	Hs.400556	Breast carcinoma amplified sequence 1			3335398	AF041260	BCAS1					
37822_at	similar to TSG118.1					2570261	AC002550	LOC400506					
37823_at	chemokine (C-C motif) ligand 8	Hs.271387	Chemokine (C-C motif) ligand 8			2916795	Y16645	CCL8					
37824_at	ankyrin repeat domain 26	Hs.361041	Ankyrin repeat domain 26			5689484	AB028997	ANKRD26					
37825_at	galactokinase 2	Hs.117532	Galactokinase 2			183265	M84443	GALK2					
37826_at	ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)					5733825	AF020761	UBE2D1					
37827_r_at	chromosome 21 open reading frame 5	Hs.204575	Chromosome 21 open reading frame 5			4741548	AJ237839	C21orf5					
37828_at		Hs.486285	Round spermatid basic protein 1			4884294	AL050064	RSBN1					
37829_at	growth arrest-specific 2	Hs.135665	Growth arrest-specific 2			2738231	U95032	GAS2					
37830_at	tetraspanin 9	Hs.129826	Transmembrane 4 superfamily member tetraspan NET-5			3603458	AF089749	TSPAN9					
37831_at	signal-induced proliferation-associated 1 like 3	Hs.157259	Signal-induced proliferation-associated 1 like 3			20521078	AB011117	SIPA1L3					
37832_at	DKFZp564I122 protein	Hs.13024	DKFZP564I122 protein			5262466	AL080062	DKFZp564I122					
37833_at	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	Hs.532635	Serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6			179970	J02943	SERPINA6					
37834_at	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	Hs.130988	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B			4379096	Y17999	DYRK1B					
37835_at	CD1C antigen, c polypeptide	Hs.1311	CD1C antigen, c polypeptide			180065	M28827	CD1C					
37836_at	KIAA0998					4589639	AB023215	KIAA0998					
37837_at	KIAA0863 protein	Hs.131915	KIAA0863 protein			4240214	AB020670	KIAA0863					
37838_at	coagulation factor XII (Hageman factor)	Hs.1321	Coagulation factor XII (Hageman factor)			182291	M31315	F12					
37839_at		Hs.526470	CDNA FLJ37610 fis, clone BRCOC2011398			5689833	AL109700						
37840_at	cyclic nucleotide gated channel alpha 1	Hs.1323	Cyclic nucleotide gated channel alpha 1			252853	S42457	CNGA1					
37841_at	butyrylcholinesterase	Hs.420483	Butyrylcholinesterase			1280204	M16541	BCHE					
37842_at	MyoD family inhibitor domain containing	Hs.546385	MyoD family inhibitor domain containing			3426297	AF054589	MDFIC					
37843_i_at	interleukin 27 receptor, alpha	Hs.132781	Interleukin 27 receptor, alpha			3153240	AF053004	IL27RA					
37844_at		Hs.132781	Interleukin 27 receptor, alpha			3872088	AI263885	IL27RA					
37845_at	hematopoietic protein 1	Hs.182014	Hematopoietic protein 1			407955	M58285	HEM1					
37846_at	Rho GTPase activating protein 26	Hs.293593	Rho GTPase activating protein 26			3327055	AB014521	ARHGAP26					
37847_at	Usher syndrome 1C (autosomal recessive, severe)	Hs.502072	Usher syndrome 1C (autosomal recessive, severe)			5152287	AB006955	USH1C					
37848_at	PTPRF interacting protein, binding protein 1 (liprin beta 1)	Hs.172445	PTPRF interacting protein, binding protein 1 (liprin beta 1)			3309538	AF034802	PPFIBP1					
37849_at	slit homolog 1 (Drosophila)	Hs.500712	Slit homolog 1 (Drosophila)			4049584	AB017167	SLIT1					
37850_at	hypothetical protein dJ462O23.2	Hs.523442	Hypothetical protein dJ462O23.2			1913899	U90918	DJ462O23.2					
37851_at		Hs.397465	Homeodomain interacting protein kinase 2			3005746	AF055019	HIPK2					
37852_at		Hs.13438	Clone 24626 mRNA sequence			3360450	AF052141						
37853_at		Hs.534363	Urocortin			5511074	AI857458	UCN					
37854_at	ZW10 homolog, centromere/kinetochore protein (Drosophila)	Hs.503886	ZW10 homolog, centromere/kinetochore protein (Drosophila)			2661163	U54996	ZW10					
37855_at	chitobiase, di-N-acetyl-	Hs.550471	Chitobiase, di-N-acetyl-			180502	M95767	CTBS					
37856_at	CD84 antigen (leukocyte antigen)	Hs.398093	CD84 antigen (leukocyte antigen)			4100318	U96627	CD84					
37857_at	protocadherin 21	Hs.137556	Protocadherin 21			5262668	AL080188	PCDH21					
37858_at	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	Hs.146735	Collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase			3378117	AF057036	COLQ					
37859_r_at	ribosomal protein L23a pseudogene 7	Hs.469751	Ribosomal protein L23a pseudogene 7			1150422	X92108	RPL23AP7					
37860_at	zinc finger protein 337	Hs.213735	Zinc finger protein 337			4884185	AL049942	ZNF337					
37861_at	CD1E antigen, e polypeptide					29842	X14975	CD1E					
37862_at	dihydrolipoamide branched chain transacylase E2	Hs.270570	Dihydrolipoamide branched chain transacylase E2			186635	M19301	DBT					
37863_at	early growth response 2 (Krox-20 homolog, Drosophila)	Hs.1395	Early growth response 2 (Krox-20 homolog, Drosophila)			181986	J04076	EGR2					
37864_s_at				Homo sapiens Ig G4 constant gene, IGHG*K409 variant		2414493	AJ001564						
37865_at	endothelin 3	Hs.1408	Endothelin 3			182248	J05081	EDN3					
37866_at		Hs.390808	MRNA full length insert cDNA clone EUROIMAGE 29222			5689802	AL109671						
37867_at	myelin oligodendrocyte glycoprotein					758091	Z48051	MOG					
37868_s_at	myelin oligodendrocyte glycoprotein	Hs.141308	Myelin oligodendrocyte glycoprotein			1546024	U64565	MOG					
37869_at	RAB6 interacting protein 2	Hs.400431	RAB6 interacting protein 2			20521757	AB029004	RAB6IP2					
37870_at	transcription termination factor, RNA polymerase II	Hs.486818	Transcription termination factor, RNA polymerase II			3702845	AF073771	TTF2					
37871_at	islet amyloid polypeptide					32582	X68830	IAPP					
37872_at	jerky homolog (mouse)	Hs.546319	Jerky homolog (mouse)			3435202	AF072468	JRK					
37873_g_at	jerky homolog (mouse)	Hs.546319	Jerky homolog (mouse)			3435202	AF072468	JRK					
37874_at	flavin containing monooxygenase 5	Hs.303476	Flavin containing monooxygenase 5			623241	Z47553	FMO5					
37875_at	glycoprotein A33 (transmembrane)	Hs.437229	Glycoprotein A33 (transmembrane)			1814276	U79725	GPA33					
37876_at	protein kinase D3	Hs.173536	Protein kinase D3			5926628	AB015982	PRKD3					
37877_at	embryo brain specific protein	Hs.144058	Embryo brain specific protein			4886444	AL050269	EBSP					
37878_at		Hs.25791	PARK2 co-regulated			1357807	W55917	PACRG					
