^Annotation
!Annotation_date = 05/18/2005 16:10:54
!Annotation_platform = GPL962
!Annotation_platform_title =CHUGAI 41K
!Annotation_platform_organism = Homo sapiens
#ID =  Platform reference identifier
#Gene = Description field extracted from Entrez Gene
#Unigene = Cluster ID extracted from Entrez UniGene
#UniGene title = UniGene title extracted from Entrez UniGene
#Nucleotide = Title extracted from Entrez Nucleotide
#Protein = Title extracted from Entrez Protein
#GI = GenBank identifier(s)
#GenBank Accession = GenBank accession(s)
#Gene symbol = Gene name field extracted from Entrez Gene
#Platform_CLONEID = CLONE_ID column from GEO Platform data table
#Platform_ORF = ORF column from GEO Platform data table
#Platform_SPOTID = SPOT_ID column from GEO Platform data table
#Platform_SPACC = SP_ACC column from GEO Platform data table
#Platform_PTACC = PT_ACC column from GEO Platform data table
ID	Gene	Unigene	UniGene title	Nucleotide	Protein	GI	GenBank Accession	Gene symbol	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Platform_SPACC	Platform_PTACC
4338				ow19e09.s1 Soares_parathyroid_tumor_NbHPA Homo sapiens cDNA clone IMAGE:1647304 3' similar to contains Alu repetitive element;contains element MER7 repetitive element ;, mRNA sequence		3241689	AI026076						
4339		Hs.73962	EPH receptor A7			3307822	AI051017	EPHA7					
4340		Hs.132578	Transcribed locus			3249772	AI031560						
4341		Hs.474123	Similar to acetyl-Coenzyme A synthetase 3; medium-chain acyl-CoA synthetase; Butyrate CoA ligase			3239772	AI023366	CECR7					
4342		Hs.159115	MRNA; cDNA DKFZp586O0724 (from clone DKFZp586O0724)			3254615	AI033662						
4343		Hs.490570	LOC441300			3244528	AI027012						
4344		Hs.549159	ADP-ribosylation factor-like			3244950	AI027434	LOC51326					
4345		Hs.132600	Hypothetical gene supported by AK023501			3250261	AI032049						
4346		Hs.301956	Zinc finger and BTB domain containing 11			3416656	AI080405	ZBTB11					
4347		Hs.318526	Chromosome 13 open reading frame 23			3306815	AI051281	C13orf23					
4348		Hs.369091	Sorting nexin 25			3400635	AI073991	SNX25					
4349		Hs.23158	F-box protein 41			3245786	AI028477	FBXO41					
4350		Hs.371674	Thrombospondin, type I, domain containing 6			3279014	AI039820	THSD6					
4351		Hs.170131	Nuclear factor I/C (CCAAT-binding transcription factor)			658863	T57002	NFIC					
4352		Hs.157106	Jumonji domain containing 2C			1009793	H56961	JMJD2C					
4353		Hs.538374	Weakly similar to zinc finger protein 195			1934030	AA287024	FLJ34077					
4354				yx90g06.s1 Soares melanocyte 2NbHM Homo sapiens cDNA clone IMAGE:269050 3' similar to gb:S57235 MACROSIALIN PRECURSOR (HUMAN);contains Alu repetitive element;contains L1.b1 L1 repetitive element ;, mRNA sequence		1140462	N26114						
4355		Hs.490795	Chr2 synaptotagmin			1779724	AA190594	CHR2SYT					
4356		Hs.434930	Transcribed locus			3040059	AA904936						
4357		Hs.523698	Hypothetical protein FLJ36874			3041578	AA906455	FLJ36874					
4358				ok03b09.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1506713 3' similar to contains Alu repetitive element;contains element L1 repetitive element ;, mRNA sequence		3041332	AA906209						
4359		Hs.148243	Transcribed locus, moderately similar to XP_510104.1 similar to hypothetical protein FLJ25224 [Pan troglodytes]			3039665	AA904542						
4360				oj86c06.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1505194 3', mRNA sequence		3041232	AA906109						
4361		Hs.512763	Testis-specific serine kinase 3			3040569	AA905446	STK22C					
4362		Hs.135737	Transcribed locus			3041631	AA906508						
4363		Hs.402200	Transcribed locus, strongly similar to XP_509249.1 similar to leucine-rich repeats and IQ motif containing 1 [Pan troglodytes]			3040143	AA905020						
4364		Hs.413460	Hypothetical protein LOC145945			3043127	AA907667	LOC145945					
4365		Hs.253594	Trichorhinophalangeal syndrome I			3076234	AA927337	TRPS1					
4366		Hs.487294	Excision repair cross-complementing rodent repair deficiency, complementation group 2 (xeroderma pigmentosum D)			3075546	AA926649	ERCC2					
4367		Hs.132593	PR domain containing 5			3057858	AA917968	PRDM5					
4368				om13e07.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1540932 3', mRNA sequence		3048565	AA909160						
4369		Hs.208701	Chromosome 18 open reading frame 54			3077224	AA928068	C18orf54					
4370		Hs.516032	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit			3043094	AA907634	HADHA					
4371		Hs.136912	Zinc finger, BED domain containing 2			3069024	AA923758	ZBED2					
4372		Hs.96852	Hypothetical protein FLJ21128			3094290	AA936372	FLJ21128					
4373		Hs.31968	POT1 protection of telomeres 1 homolog (S. pombe)			3094197	AA936279	POT1					
4374				on79b08.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1562871 3', mRNA sequence		3077419	AA928263						
4375		Hs.535270	Transcribed locus, strongly similar to XP_513366.1 similar to hypothetical protein [Pan troglodytes]			3077081	AA927791						
4376		Hs.371588	PRO1550			3117648	AA953501						
4377		Hs.399763	CDNA clone IMAGE:5263531, partial cds			3116782	AA953864						
4378				on81b03.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1563053 3', mRNA sequence		3118186	AA954491						
4379		Hs.353035	TWIST neighbor			3077108	AA927818	TWISTNB					
4380				yz95d06.s1 Soares melanocyte 2NbHM Homo sapiens cDNA clone IMAGE:290795 3' similar to contains Alu repetitive element;, mRNA sequence		1228671	N71959						
4381				ze45d06.s1 Soares retina N2b4HR Homo sapiens cDNA clone IMAGE:361931 3', mRNA sequence		1436897	AA001412						
4382				zu76b03.s1 Soares_testis_NHT Homo sapiens cDNA clone IMAGE:743885 3', mRNA sequence		2557690	AA634476						
4383		Hs.117853	Hypothetical protein MGC40489			2110965	AA430339	MGC40489					
4384		Hs.433445	Jagged 2			2834738	AA775404	JAG2					
4385		Hs.270017	Polymerase (RNA) II (DNA directed) polypeptide A, 220kDa			2825817	AA772975	POLR2A					
4386		Hs.310540	Cyclin-dependent kinase-like 2 (CDC2-related kinase)			2538282	AA625895	CDKL2					
4387		Hs.127657	Ventricular zone expressed PH domain homolog 1 (zebrafish)			2569876	AA644658	FLJ12604					
4388		Hs.491611	MRNA; cDNA DKFZp666B189 (from clone DKFZp666B189)			2838734	AA779403						
4389		Hs.373801	ADP-ribosylation factor-like 6			2457268	AA608840	ARL6					
4390		Hs.5947	RAB8A, member RAS oncogene family			3417757	AI082781	RAB8A					
4391		Hs.343244	Adaptor-related protein complex 1, gamma 2 subunit			3203067	AI003528	AP1G2					
4392		Hs.405659	Piwi-like 1 (Drosophila)			3593738	AI125224	PIWIL1					
4393		Hs.36989	Coagulation factor VII (serum prothrombin conversion accelerator)			3843277	AI247880	F7					
4394		Hs.16230	Hypothetical protein FLJ20619			3427110	AI088134	FLJ20619					
4395		Hs.130036	Protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform			4125053	AI365364	PPM1A					
4396		Hs.147361	Glutamate receptor, metabotropic 5			3753790	AI201184	GRM5					
4397		Hs.473893	PR domain containing 15			3838918	AI243521	PRDM15					
4398		Hs.382168	Nuclear receptor coactivator 3			4300656	AI440499	NCOA3					
4399		Hs.485208	Tubby like protein 1			4190330	AI380477	TULP1					
4400		Hs.532144	Histone 1, H3d			4242974	AI399887	HIST1H3D					
4401		Hs.17170	G protein-coupled receptor 4			4393412	AI492409	GPR4					
4402		Hs.41707	Heat shock 27kDa protein 3			4535591	AI572217	HSPB3					
4403		Hs.442344	Insulin receptor substrate 2			4393090	AI492087	IRS2					
4404		Hs.153088	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa			4394405	AI493402	TAF1A					
4405		Hs.213050	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)			4312079	AI458073	ELAVL4					
4406		Hs.151220	Palladin			678707	T67559	KIAA0992					
4407		Hs.208765	Gephyrin			1211609	N63780	GPHN					
4408				yi61g12.s1 Soares placenta Nb2HP Homo sapiens cDNA clone IMAGE:143782 3', mRNA sequence		851163	R76514						
4409		Hs.482414	Similar to bA110H4.2 (similar to membrane protein)			2432731	AA599106						
4410		Hs.368160	Protocadherin gamma subfamily C, 3			2432062	AA598479	PCDHGC3					
4411		Hs.524871	Polymerase (DNA directed), epsilon			2177442	AA454666	POLE					
4412		Hs.119882	Cyclin-dependent kinase 6			1733062	AA158267	CDK6					
4413		Hs.257556	Chromosome 9 open reading frame 41			1734700	AA159731	C9orf41					
4414		Hs.89983	Mannan-binding lectin serine protease 1 (C4/C2 activating component of Ra-reactive factor)			2207601	AA478967	MASP1					
4415		Hs.533440	WW domain containing E3 ubiquitin protein ligase 1			2178718	AA455942	WWP1					
4416		Hs.168762	Unc-51-like kinase 2 (C. elegans)			2669806	AA682525	ULK2					
4417		Hs.150401	Transcribed locus, weakly similar to NP_060190.1 signal-transducing adaptor protein-2 [Homo sapiens]			3070225	AA922916						
4418				oj55a07.s1 NCI_CGAP_Kid3 Homo sapiens cDNA clone IMAGE:1502196 3' similar to contains L1.t3 L1 repetitive element ;, mRNA sequence		3031160	AA894759						
4419		Hs.542303	Transcribed locus			3034292	AA897678						
4420				zj77a02.s1 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGE:460874 3', mRNA sequence		2714075	AA704157						
4421		Hs.164595	Hypothetical protein FLJ36674			3076742	AA928451	FLJ36674					
4422		Hs.504538	Poly (ADP-ribose) polymerase family, member 11			3042372	AA906912	PARP11					
4423		Hs.352298	DNA-damage inducible protein 1			3040071	AA904948	PDGFD					
4424		Hs.125742	Leucine-rich repeats and calponin homology (CH) domain containing 4			806079	R46682	LRCH4					
4425				ym39d07.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:50777 3' similar to contains TAR1 repetitive element ;, mRNA sequence		883045	H16805						
4426		Hs.116092	EPH receptor B1			908204	H38705	EPHB1					
4427		Hs.515130	Vang-like 1 (van gogh, Drosophila)			990391	H50550	VANGL1					
4428		Hs.25577	Transcribed locus			845699	R71667						
4429		Hs.194554	Vesicle transport through interaction with t-SNAREs homolog 1A (yeast)			884908	H18668	VTI1A					
4430				yo04e05.s1 Soares adult brain N2b5HB55Y Homo sapiens cDNA clone IMAGE:176960 3' similar to contains Alu repetitive element;, mRNA sequence		920925	H44873						
4431				yp82c01.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:193920 3', mRNA sequence		928182	R83305						
4432		Hs.509083	A kinase (PRKA) anchor protein 6			1156634	N35492	AKAP6					
4433				yy85f06.s1 Soares_multiple_sclerosis_2NbHMSP Homo sapiens cDNA clone IMAGE:280355 3' similar to gb:J05158 CARBOXYPEPTIDASE N 83 KD CHAIN (HUMAN);contains MER4.b2 MER4 repetitive element ;, mRNA sequence		1188270	N47104						
4434		Hs.533903	Solute carrier family 30 (zinc transporter), member 7			1210714	N62885	SLC30A7					
4435				zc48b02.s1 Soares_senescent_fibroblasts_NbHSF Homo sapiens cDNA clone IMAGE:325515 3', mRNA sequence		1349496	W52249						
4436				yy52e08.s1 Soares_multiple_sclerosis_2NbHMSP Homo sapiens cDNA clone IMAGE:277190 3', mRNA sequence		1164544	N40946						
4437		Hs.494529	Fanconi anemia, complementation group C			1191696	N50530	FANCC					
4438		Hs.523628	Death associated protein 3			2215604	AA488173	DAP3					
4439		Hs.434081	Proteasome (prosome, macropain) activator subunit 2 (PA28 beta)			1646580	AA100289	PSME2					
4440				yz01e12.s1 Soares_multiple_sclerosis_2NbHMSP Homo sapiens cDNA clone IMAGE:281806 3', mRNA sequence		1189256	N48090						
4441				yg36b10.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:34409 3' similar to contains Alu repetitive element;contains L1 repetitive element ;, mRNA sequence		823362	R45003						
4442		Hs.144333	Lin-7 homolog A (C. elegans)			3190438	AA999883	LIN7A					
4443				oq35h11.s1 NCI_CGAP_GC4 Homo sapiens cDNA clone IMAGE:1588389 3', mRNA sequence		3154368	AA976922						
4444		Hs.122363	WIPI49-like protein 2			1102706	H95073	WIPI-2					
4445		Hs.144912	Flavin containing monooxygenase 2			2214669	AA485450	FMO2					
4446		Hs.63287	Carbonic anhydrase IX			3238585	AI023541	CA9					
4447		Hs.158029	Protein kinase, cAMP-dependent, catalytic, gamma			3240475	AI024862	PRKACG					
4448		Hs.83765	Dihydrofolate reductase			2669719	AA682438	DHFR					
4449				ae87g03.s1 Stratagene schizo brain S11 Homo sapiens cDNA clone IMAGE:971188 3', mRNA sequence		2834261	AA774927						
4450		Hs.66581	Protein disulfide isomerase-associated 2			4148583	AI369830	PDIP					
4451		Hs.511686	Talin 2			4114421	AI362800	TLN2					
4452		Hs.303669	Hypothetical protein MGC26694			4125163	AI365474	MGC26694					
4453		Hs.516090	Empty spiracles homolog 1 (Drosophila)			3849651	AI253122	EMX1					
4454		Hs.129867	Calcium and integrin binding family member 2			4123808	AI364119	CIB2					
4455	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1					4114573	AI362952	SLC7A1					
4456		Hs.535622	FLJ41352 protein			4107896	AI356275	FLJ41352					
4457		Hs.380277	Death-associated protein kinase 1			4149849	AI371096	DAPK1					
4458				yu51g04.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:229686 3', mRNA sequence		1027292	H68552						
4459				ye75f01.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:123577 3', mRNA sequence		750568	R00832						
4460				yf36b04.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:128911 3', mRNA sequence		762641	R10685						
4461				yq43f04.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:198559 3' similar to contains MER35 repetitive element ;, mRNA sequence		973450	R94720						
4462				yu09g10.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:233346 3', mRNA sequence		1055616	H77527						
4463				ye80h02.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:124083 3' similar to contains Alu repetitive element;contains DBR repetitive element ;, mRNA sequence		752331	R02595						
4464		Hs.538417	Transcribed locus			959351	R91811						
4465		Hs.460260	Aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)			982270	R96610	AKR1C1					
4466		Hs.213264	Tyrosyl-tRNA synthetase			1716045	AA146671	YARS					
4467		Hs.438623	Homo sapiens, clone IMAGE:5278284, mRNA			3154312	AA976866						
4468				op92b01.s1 NCI_CGAP_Lu5 Homo sapiens cDNA clone IMAGE:1584265 3', mRNA sequence		3146688	AA971398						
4469		Hs.171626	S-phase kinase-associated protein 1A (p19A)			3147810	AA972630	SKP1A					
4470		Hs.49688	Actin binding LIM protein family, member 3			3154518	AA977072	ABLIM3					
4471		Hs.387794	Chondroitin beta1,4 N-acetylgalactosaminyltransferase			3155289	AA977843	ChGn					
4472		Hs.388622	Zinc finger protein, subfamily 1A, 4 (Eos)			3146816	AA971526	ZNFN1A4					
4473		Hs.156527	Axin 2 (conductin, axil)			3154088	AA976642	AXIN2					
4474		Hs.488679	LOC442643			3151836	AA976044	MGC3036					
4475		Hs.200285	Transcription factor 4			3117448	AA953301	TCF4					
4476		Hs.491869	Cytochrome P450, family 7, subfamily B, polypeptide 1			3179296	AA992540	CYP7B1					
4477		Hs.341782	Transcribed locus			3180810	AA994265						
4478		Hs.129851	Transcribed locus			3180948	AA994403						
4479		Hs.434326	Eukaryotic translation initiation factor 2-alpha kinase 3			3214964	AI005454	EIF2AK3					
4480		Hs.59138	Glycophorin C (Gerbich blood group)			3179960	AA993415	GYPC					
4481		Hs.269764	BTB and CNC homology 1, basic leucine zipper transcription factor 2			3214505	AI004995	BACH2					
4482				ou12b03.x1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1626029 3', mRNA sequence		3214135	AI004625						
4483		Hs.130623	Transcribed locus			3214619	AI005109						
4484				ov04c03.s1 NCI_CGAP_Kid3 Homo sapiens cDNA clone IMAGE:1636324 3', mRNA sequence		3190274	AA999719						
4485		Hs.128292	Transcribed locus			3215045	AI005535						
4486		Hs.131037	Hypothetical gene supported by AK093266			3230424	AI016088						
4487		Hs.274285	Ret finger protein-like 3 antisense			3230312	AI015976	RFPL3S					
4488		Hs.71913	Transcribed locus			3190449	AA999894						
4489		Hs.500066	Transcriptional adaptor 2 (ADA2 homolog, yeast)-like			3191359	AI000805	TADA2L					
4490		Hs.446962	Similar to CG5435-PA			3231600	AI017264						
4491				ov31b03.x1 Soares_testis_NHT Homo sapiens cDNA clone IMAGE:1638893 3', mRNA sequence		3231115	AI016779						
4492		Hs.468415	Phosphatidylinositol glycan, class F			2162908	AA450363	PIGF					
4493		Hs.202166	Heterogeneous nuclear ribonucleoprotein H1 (H)			2433806	AA600181	HNRPH1					
4494		Hs.151573	Cryptochrome 1 (photolyase-like)			1124502	H99834	CRY1					
4495		Hs.528782	Nuclear pore complex interacting protein			2112774	AA428627	NPIP					
4496				am12d04.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1466599 3', mRNA sequence		2993190	AA883660						
4497		Hs.125433	Transcribed locus			2992713	AA883114						
4498							AA883775.1						
4499		Hs.96885	Hypothetical protein FLJ12505			2994555	AA885478	FLJ12505					
4500		Hs.150824	CDNA: FLJ22824 fis, clone KAIA3991			2993209	AA883679						
4501				am16g06.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1467034 3', mRNA sequence		2992730	AA883200						
4502		Hs.468018	Protein phosphatase 1, catalytic subunit, beta isoform			2985498	AA876421	PPP1CB					
4503		Hs.159066	Chromosome 10 open reading frame 118			3000943	AA885835	C10orf118					
4504				oj73h11.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1504005 3' similar to contains MER22 repetitive element ;, mRNA sequence		3039899	AA904776						
4505		Hs.268939	Matrin 3			3041091	AA905968	MATR3					
4506		Hs.125407	Transcribed locus			2987909	AA878944						
4507		Hs.11355	Thymopoietin			3002436	AA887328	TMPO					
4508		Hs.474880	Hypothetical LOC388903			3039861	AA904738						
4509		Hs.24950	Regulator of G-protein signalling 5			2988548	AA879437	RGS5					
4510		Hs.293917	Poliovirus receptor-related 3			3040396	AA905273	PVRL3					
4511		Hs.463017	Hypothetical protein LOC255326			3040453	AA905330	LOC255326					
4512				ok24g01.s1 Soares_NSF_F8_9W_OT_PA_P_S1 Homo sapiens cDNA clone IMAGE:1508784 3', mRNA sequence		3034185	AA897571						
4513		Hs.444236	Spermatogenesis associated 16			3037946	AA902823	NYD-SP12					
4514		Hs.104661	Chromosome 19 open reading frame 7			3040681	AA905558	C19orf7					
4515		Hs.128557	Transcribed locus			3040827	AA905704						
4516		Hs.505983	CDNA FLJ30383 fis, clone BRACE2008102			3038185	AA903062						
4517		Hs.371585	ARP5 actin-related protein 5 homolog (yeast)			3037773	AA902650	ACTR5					
4518		Hs.444155	Transcribed locus			3052561	AA913169						
4519		Hs.540364	Transcribed locus			3056251	AA916859						
4520		Hs.552985	Transcribed locus			3055682	AA916290						
4521		Hs.514934	Capping protein (actin filament) muscle Z-line, alpha 1			3150593	AA974801	CAPZA1					
4522				om98c07.s1 NCI_CGAP_Kid3 Homo sapiens cDNA clone IMAGE:1555212 3', mRNA sequence		3085792	AA931406						
4523		Hs.355570	Hypothetical protein FLJ30656			3092735	AA935578	FLJ30656					
4524				on25c01.s1 NCI_CGAP_Lu5 Homo sapiens cDNA clone IMAGE:1557696 3' similar to contains Alu repetitive element;contains element THR repetitive element ;, mRNA sequence		3095896	AA937785						
4525				yh50f02.s1 Soares placenta Nb2HP Homo sapiens cDNA clone IMAGE:133179 3', mRNA sequence		781538	R25403						
4526		Hs.171965	Transcribed locus			858089	R81486						
4527		Hs.372031	Peripheral myelin protein 22			898444	H28091	PMP22					
4528		Hs.437943	Protein tyrosine phosphatase domain containing 1			1479720	AA017355	PTPDC1					
4529		Hs.289106	EMI domain containing 1			2834910	AA775576	EMID1					
4530		Hs.506713	Transient receptor potential cation channel, subfamily V, member 4			2837399	AA777998	TRPV4					
4531		Hs.120193	Transcribed locus			2719255	AA709337						
4532		Hs.355177	Chromosome 5 open reading frame 15			1481950	AA018631	C5orf15					
4533		Hs.5811	Chromosome 21 open reading frame 59			2837634	AA778303	C21orf59					
4534		Hs.163244	Leucine rich repeat neuronal 1			2837490	AA778089	LRRN1					
4535		Hs.546308	TEA domain family member 1 (SV40 transcriptional enhancer factor)			2719004	AA709086	TEAD1					
4536				zj54b10.s1 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGE:454075 3', mRNA sequence		2657514	AA676992						
4537		Hs.550717	Transcribed locus, strongly similar to XP_496827.1 FLJ39824 protein [Homo sapiens]			2657723	AA677201						
4538		Hs.437655	Hypothetical protein LOC199920			2657262	AA676740	LOC199920					
4539				zj73b09.s1 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGE:460505 3' similar to contains LTR5.t3 LTR5 repetitive element ;, mRNA sequence		2703337	AA700374						
4540		Hs.501376	Uroporphyrinogen III synthase (congenital erythropoietic porphyria)			2657752	AA677230	UROS					
4541		Hs.16647	Clone IMAGE:116415, mRNA sequence			2838673	AA779342						
4542				zj70d12.s1 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGE:460247 3' similar to contains Alu repetitive element;contains element L1 repetitive element ;, mRNA sequence		2658014	AA677492						
4543		Hs.87752	Moesin			2703273	AA700310	MSN					
4544				ac37b03.s1 Stratagene hNT neuron (#937233) Homo sapiens cDNA clone IMAGE:858605 3', mRNA sequence		2826103	AA774294						
4545		Hs.468505	Neurexin 1			2840166	AA780835	NRXN1					
4546		Hs.24178	Echinoderm microtubule associated protein like 2			2834598	AA775264	EML2					
4547		Hs.462316	Tetratricopeptide repeat domain 19			2658183	AA677661	TTC19					
4548		Hs.525093	Nedd4 family interacting protein 2			2620664	AA666051	NDFIP2					
4549		Hs.539607	Transcribed locus			2839861	AA780530						
4550		Hs.337251	EGF-like-domain, multiple 9			2631916	AA670417	EGFL9					
4551		Hs.368986	Hypothetical LOC400047			2617721	AA663730						
4552		Hs.528647	Family with sequence similarity 51, member A1			2993218	AA883688	FAM51A1					
4553		Hs.125638	Transcribed locus			2994416	AA885339						
4554		Hs.16441	A disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 7			3191564	AI001010	ADAMTS7					
4555				zi81b05.s1 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGE:447153 3' similar to contains L1.b2 L1 repetitive element ;, mRNA sequence		2706080	AA702967						
4556		Hs.33368	Multiple C2-domains with two transmembrane regions 2			2705522	AA702409	MCTP2					
4557		Hs.386283	A disintegrin and metalloproteinase domain 12 (meltrin alpha)			2705921	AA702808	ADAM12					
4558				zi74d10.s1 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGE:436531 3', mRNA sequence		2706159	AA703046						
4559		Hs.78061	Transcription factor 21			2704136	AA700971	TCF21					
4560		Hs.190365	Hypothetical LOC401048			2705256	AA702143						
4561		Hs.480819	KIAA0882 protein			2705799	AA702686	KIAA0882					
4562		Hs.140443	NudC domain containing 2			2705899	AA702786	LOC134492					
4563		Hs.370749	Transcribed locus, strongly similar to NP_003804.1 a disintegrin and metalloproteinase domain 21 [Homo sapiens]			2836077	AA776743						
4564		Hs.546387	Fumarylacetoacetate hydrolase domain containing 2A			2834787	AA775453	FAHD2A					
4565		Hs.422113	Zinc finger protein 511			3149107	AA973927	ZNF511					
4566		Hs.12707	DnaJ (Hsp40) homolog, subfamily C, member 13			2838181	AA778850	DNAJC13					
4567		Hs.159628	Serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4			2540797	AA628410	SERPINA4					
4568		Hs.432413	Trafficking protein particle complex 5			2631852	AA670353	TRAPPC5					
4569				yd07a03.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:24854 3', mRNA sequence		796407	R38951						
4570				zx36h09.s1 Soares_total_fetus_Nb2HF8_9w Homo sapiens cDNA clone IMAGE:788609 3', mRNA sequence		2166568	AA452899						
4571				yd04c10.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:24676 3' similar to gb:U06641 UDP-GLUCURONOSYLTRANSFERASE 2B8 PRECURSOR, MICROSOMAL (HUMAN);, mRNA sequence		796265	R38809						
4572				yh50f12.s1 Soares placenta Nb2HP Homo sapiens cDNA clone IMAGE:133199 3', mRNA sequence		782597	R26462						
4573		Hs.497518	Hypothetical protein DKFZp761N1114			816396	R54494	DKFZp761N1114					
4574		Hs.478746	Centaurin, beta 2			768394	R15979	CENTB2					
4575				yf54f01.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:25852 3', mRNA sequence		794503	R37047						
4576		Hs.268726	SH3 and multiple ankyrin repeat domains 2			820550	R42159	SHANK2					
4577		Hs.500916	Internexin neuronal intermediate filament protein, alpha			826328	R56222	INA					
4578				yf56c06.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:26324 3', mRNA sequence		794775	R37319						
4579		Hs.531424	Hypothetical protein FLJ43806			815450	R53548	FLJ43806					
4580				yi40e06.s1 Soares placenta Nb2HP Homo sapiens cDNA clone IMAGE:141730 3', mRNA sequence		843103	R69586						
4581				yj87a08.s1 Soares breast 2NbHBst Homo sapiens cDNA clone IMAGE:155702 3' similar to contains L1 repetitive element ;, mRNA sequence		846100	R72068						
4582				yg15e01.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:32146 3', mRNA sequence		819876	R43350						
4583		Hs.435063	Rho GTPase activating protein 22			3095331	AA937220	ARHGAP22					
4584		Hs.101174	Microtubule-associated protein tau			883575	H17335	MAPT					
4585		Hs.102914	Cullin 4B			2840043	AA780712	CUL4B					
4586		Hs.59872	Phosphodiesterase 6B, cGMP-specific, rod, beta (congenital stationary night blindness 3, autosomal dominant)			2968541	AA872363	PDE6B					
4587		Hs.270851	HIV-1 induced protein HIN-1			3037954	AA902831	HSHIN1					
4588		Hs.269560	CDK5 regulatory subunit associated protein 2			1524601	AA046704	CDK5RAP2					
4589		Hs.16193	Homo sapiens, clone IMAGE:4214654, mRNA			1670762	AA115749						
4590		Hs.120323	DNA polymerase-transactivated protein 6			1728411	AA156796	DNAPTP6					
4591		Hs.538374	Weakly similar to zinc finger protein 195			2716032	AA706114	FLJ34077					
4592		Hs.324250	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa			1523443	AA045239	NDUFB2					
4593		Hs.534621	Hypothetical gene supported by BC043153; NM_178561			1689976	AA133214						
4594		Hs.317593	Chromosome 13 open reading frame 11			1696967	AA137198	C13orf11					
4595				zl62c05.s1 Soares_pregnant_uterus_NbHPU Homo sapiens cDNA clone IMAGE:506504 3', mRNA sequence		2718531	AA708613						
4596		Hs.528007	U2 (RNU2) small nuclear RNA auxiliary factor 2			2524611	AA620672	U2AF2					
4597		Hs.148589	Transcribed locus			2540556	AA628169						
4598		Hs.463041	Arginine-glutamic acid dipeptide (RE) repeats			2717368	AA707450	RERE					
4599		Hs.123609	Hypothetical protein LOC149837			2715716	AA705798	LOC149837					
4600		Hs.431498	Forkhead box P1			2524806	AA620867	FOXP1					
4601		Hs.546708	Similar to 60S ribosomal protein L29 (P23)			2694441	AA693503						
4602		Hs.129828	Homo sapiens, clone IMAGE:4821804, mRNA, partial cds			2717406	AA707488						
4603		Hs.119926	Transcribed locus			2715743	AA705825						
